"","Month","Year","AllBeds","OneBed","TwoBeds","State","City","Date"
"4599",9,2014,2630,2237,2910,"NJ","Jersey City",2014-09-01
"4600",10,2014,2637,2237,2907,"NJ","Jersey City",2014-10-01
"4601",11,2014,2574,2212,2832,"NJ","Jersey City",2014-11-01
"4602",12,2014,2516,2204,2821,"NJ","Jersey City",2014-12-01
"4603",1,2015,2451,2216,2803,"NJ","Jersey City",2015-01-01
"4604",2,2015,2463,2247,2794,"NJ","Jersey City",2015-02-01
"4605",3,2015,2695,2358,3029,"NJ","Jersey City",2015-03-01
"4606",4,2015,2726,2430,3005,"NJ","Jersey City",2015-04-01
"4607",5,2015,2727,2369,2901,"NJ","Jersey City",2015-05-01
"4608",6,2015,2714,2314,2886,"NJ","Jersey City",2015-06-01
"4609",7,2015,2758,2404,3029,"NJ","Jersey City",2015-07-01
"4610",8,2015,2793,2405,3077,"NJ","Jersey City",2015-08-01
"4611",9,2015,2831,2419,3209,"NJ","Jersey City",2015-09-01
"4612",10,2015,2847,2453,3275,"NJ","Jersey City",2015-10-01
"4613",11,2015,2743,2382,3230,"NJ","Jersey City",2015-11-01
"4614",12,2015,2680,2348,3197,"NJ","Jersey City",2015-12-01
"4615",1,2016,2695,2398,3172,"NJ","Jersey City",2016-01-01
"4616",2,2016,2683,2365,3156,"NJ","Jersey City",2016-02-01
"4617",3,2016,2743,2380,3292,"NJ","Jersey City",2016-03-01
"4618",4,2016,2839,2411,3415,"NJ","Jersey City",2016-04-01
"4619",5,2016,2855,2430,3433,"NJ","Jersey City",2016-05-01
"4620",6,2016,2890,2465,3400,"NJ","Jersey City",2016-06-01
"4621",7,2016,2929,2476,3397,"NJ","Jersey City",2016-07-01
"4622",8,2016,2954,2522,3396,"NJ","Jersey City",2016-08-01
"4623",9,2016,3057,2678,3506,"NJ","Jersey City",2016-09-01
"4624",10,2016,3067,2679,3508,"NJ","Jersey City",2016-10-01
"4625",11,2016,2971,2551,3375,"NJ","Jersey City",2016-11-01
"4626",12,2016,2940,2527,3314,"NJ","Jersey City",2016-12-01
"4627",1,2017,2934,2532,3273,"NJ","Jersey City",2017-01-01
"4628",2,2017,2882,2488,3267,"NJ","Jersey City",2017-02-01
"4629",3,2017,2876,2489,3280,"NJ","Jersey City",2017-03-01
"4630",4,2017,2888,2502,3327,"NJ","Jersey City",2017-04-01
"4631",5,2017,2973,2582,3390,"NJ","Jersey City",2017-05-01
"4632",6,2017,2978,2578,3368,"NJ","Jersey City",2017-06-01
"4633",7,2017,2975,2564,3374,"NJ","Jersey City",2017-07-01
"4634",8,2017,2958,2524,3353,"NJ","Jersey City",2017-08-01
"4635",9,2017,3023,2592,3385,"NJ","Jersey City",2017-09-01
"4636",10,2017,3013,2587,3371,"NJ","Jersey City",2017-10-01
"4637",11,2017,2988,2561,3343,"NJ","Jersey City",2017-11-01
"4638",12,2017,2990,2562,3362,"NJ","Jersey City",2017-12-01
"4639",1,2018,2988,2550,3369,"NJ","Jersey City",2018-01-01
"4640",2,2018,3013,2579,3391,"NJ","Jersey City",2018-02-01
"4641",3,2018,3040,2610,3405,"NJ","Jersey City",2018-03-01
"4642",4,2018,3040,2601,3411,"NJ","Jersey City",2018-04-01
"4643",5,2018,3045,2601,3436,"NJ","Jersey City",2018-05-01
"4644",6,2018,3063,2620,3466,"NJ","Jersey City",2018-06-01
"4645",7,2018,3091,2650,3481,"NJ","Jersey City",2018-07-01
"4646",8,2018,3111,2652,3513,"NJ","Jersey City",2018-08-01
"4647",9,2018,3097,2652,3487,"NJ","Jersey City",2018-09-01
"4648",10,2018,3023,2578,3434,"NJ","Jersey City",2018-10-01
"4649",11,2018,3000,2562,3409,"NJ","Jersey City",2018-11-01
"4650",12,2018,3008,2579,3419,"NJ","Jersey City",2018-12-01
"4651",1,2019,3019,2597,3437,"NJ","Jersey City",2019-01-01
"4652",2,2019,3045,2610,3456,"NJ","Jersey City",2019-02-01
"4653",3,2019,3073,2640,3480,"NJ","Jersey City",2019-03-01
"4654",1,2011,761,598,780,"FL","Jacksonville",2011-01-01
"4655",2,2011,784,603,784,"FL","Jacksonville",2011-02-01
"4656",3,2011,805,615,789,"FL","Jacksonville",2011-03-01
"4657",4,2011,788,601,760,"FL","Jacksonville",2011-04-01
"4658",5,2011,800,610,749,"FL","Jacksonville",2011-05-01
"4659",6,2011,795,608,740,"FL","Jacksonville",2011-06-01
"4660",7,2011,797,613,732,"FL","Jacksonville",2011-07-01
"4661",8,2011,856,676,832,"FL","Jacksonville",2011-08-01
"4662",9,2011,855,710,856,"FL","Jacksonville",2011-09-01
"4663",10,2011,846,711,856,"FL","Jacksonville",2011-10-01
"4664",11,2011,825,696,833,"FL","Jacksonville",2011-11-01
"4665",12,2011,832,695,840,"FL","Jacksonville",2011-12-01
"4666",1,2012,833,697,852,"FL","Jacksonville",2012-01-01
"4667",2,2012,835,693,850,"FL","Jacksonville",2012-02-01
"4668",3,2012,857,710,861,"FL","Jacksonville",2012-03-01
"4669",4,2012,876,730,875,"FL","Jacksonville",2012-04-01
"4670",5,2012,885,731,893,"FL","Jacksonville",2012-05-01
"4671",6,2012,880,731,879,"FL","Jacksonville",2012-06-01
"4672",7,2012,875,750,876,"FL","Jacksonville",2012-07-01
"4673",8,2012,853,712,856,"FL","Jacksonville",2012-08-01
"4674",9,2012,861,715,864,"FL","Jacksonville",2012-09-01
"4675",10,2012,855,707,862,"FL","Jacksonville",2012-10-01
"4676",11,2012,864,714,865,"FL","Jacksonville",2012-11-01
"4677",12,2012,866,713,860,"FL","Jacksonville",2012-12-01
"4678",1,2013,868,716,865,"FL","Jacksonville",2013-01-01
"4679",2,2013,862,709,855,"FL","Jacksonville",2013-02-01
"4680",3,2013,883,723,893,"FL","Jacksonville",2013-03-01
"4681",4,2013,889,736,911,"FL","Jacksonville",2013-04-01
"4682",5,2013,904,739,909,"FL","Jacksonville",2013-05-01
"4683",6,2013,905,751,907,"FL","Jacksonville",2013-06-01
"4684",7,2013,903,741,910,"FL","Jacksonville",2013-07-01
"4685",8,2013,889,727,905,"FL","Jacksonville",2013-08-01
"4686",9,2013,899,735,899,"FL","Jacksonville",2013-09-01
"4687",10,2013,871,698,871,"FL","Jacksonville",2013-10-01
"4688",11,2013,875,710,880,"FL","Jacksonville",2013-11-01
"4689",12,2013,878,715,887,"FL","Jacksonville",2013-12-01
"4690",1,2014,876,725,885,"FL","Jacksonville",2014-01-01
"4691",2,2014,882,710,909,"FL","Jacksonville",2014-02-01
"4692",3,2014,893,724,923,"FL","Jacksonville",2014-03-01
"4693",4,2014,875,724,884,"FL","Jacksonville",2014-04-01
"4694",5,2014,913,749,920,"FL","Jacksonville",2014-05-01
"4695",6,2014,922,762,931,"FL","Jacksonville",2014-06-01
"4696",7,2014,935,766,928,"FL","Jacksonville",2014-07-01
"4697",8,2014,930,762,925,"FL","Jacksonville",2014-08-01
"4698",9,2014,931,765,934,"FL","Jacksonville",2014-09-01
"4699",10,2014,938,769,952,"FL","Jacksonville",2014-10-01
"4700",11,2014,939,772,960,"FL","Jacksonville",2014-11-01
"4701",12,2014,942,776,954,"FL","Jacksonville",2014-12-01
"4702",1,2015,956,789,979,"FL","Jacksonville",2015-01-01
"4703",2,2015,975,796,1004,"FL","Jacksonville",2015-02-01
"4704",3,2015,997,810,1032,"FL","Jacksonville",2015-03-01
"4705",4,2015,1002,814,1030,"FL","Jacksonville",2015-04-01
"4706",5,2015,1029,821,1022,"FL","Jacksonville",2015-05-01
"4707",6,2015,1032,819,1014,"FL","Jacksonville",2015-06-01
"4708",7,2015,1030,830,1031,"FL","Jacksonville",2015-07-01
"4709",8,2015,1027,844,1037,"FL","Jacksonville",2015-08-01
"4710",9,2015,1017,846,1029,"FL","Jacksonville",2015-09-01
"4711",10,2015,1014,847,1025,"FL","Jacksonville",2015-10-01
"4712",11,2015,1018,854,1043,"FL","Jacksonville",2015-11-01
"4713",12,2015,1028,858,1066,"FL","Jacksonville",2015-12-01
"4714",1,2016,1022,857,1054,"FL","Jacksonville",2016-01-01
"4715",2,2016,1030,865,1062,"FL","Jacksonville",2016-02-01
"4716",3,2016,1051,880,1087,"FL","Jacksonville",2016-03-01
"4717",4,2016,1062,894,1100,"FL","Jacksonville",2016-04-01
"4718",5,2016,1067,900,1114,"FL","Jacksonville",2016-05-01
"4719",6,2016,1073,908,1122,"FL","Jacksonville",2016-06-01
"4720",7,2016,1061,904,1112,"FL","Jacksonville",2016-07-01
"4721",8,2016,1061,903,1108,"FL","Jacksonville",2016-08-01
"4722",9,2016,1065,904,1112,"FL","Jacksonville",2016-09-01
"4723",10,2016,1067,906,1117,"FL","Jacksonville",2016-10-01
"4724",11,2016,1059,905,1098,"FL","Jacksonville",2016-11-01
"4725",12,2016,1055,906,1091,"FL","Jacksonville",2016-12-01
"4726",1,2017,1047,899,1086,"FL","Jacksonville",2017-01-01
"4727",2,2017,1039,891,1086,"FL","Jacksonville",2017-02-01
"4728",3,2017,1046,897,1095,"FL","Jacksonville",2017-03-01
"4729",4,2017,1053,905,1100,"FL","Jacksonville",2017-04-01
"4730",5,2017,1057,914,1100,"FL","Jacksonville",2017-05-01
"4731",6,2017,1061,928,1101,"FL","Jacksonville",2017-06-01
"4732",7,2017,1061,922,1101,"FL","Jacksonville",2017-07-01
"4733",8,2017,1065,927,1107,"FL","Jacksonville",2017-08-01
"4734",9,2017,1063,925,1104,"FL","Jacksonville",2017-09-01
"4735",10,2017,1072,932,1112,"FL","Jacksonville",2017-10-01
"4736",11,2017,1090,942,1141,"FL","Jacksonville",2017-11-01
"4737",12,2017,1084,933,1132,"FL","Jacksonville",2017-12-01
"4738",1,2018,1084,934,1133,"FL","Jacksonville",2018-01-01
"4739",2,2018,1088,935,1134,"FL","Jacksonville",2018-02-01
"4740",3,2018,1095,941,1137,"FL","Jacksonville",2018-03-01
"4741",4,2018,1106,953,1149,"FL","Jacksonville",2018-04-01
"4742",5,2018,1151,1010,1200,"FL","Jacksonville",2018-05-01
"4743",6,2018,1181,1031,1220,"FL","Jacksonville",2018-06-01
"4744",7,2018,1195,1027,1248,"FL","Jacksonville",2018-07-01
"4745",8,2018,1207,1029,1270,"FL","Jacksonville",2018-08-01
"4746",9,2018,1232,1057,1284,"FL","Jacksonville",2018-09-01
"4747",10,2018,1211,1046,1257,"FL","Jacksonville",2018-10-01
"4748",11,2018,1211,1040,1256,"FL","Jacksonville",2018-11-01
"4749",12,2018,1212,1036,1257,"FL","Jacksonville",2018-12-01
"4750",1,2019,1224,1050,1273,"FL","Jacksonville",2019-01-01
"4751",2,2019,1225,1044,1268,"FL","Jacksonville",2019-02-01
"4752",3,2019,1234,1063,1285,"FL","Jacksonville",2019-03-01
"4753",1,2011,698,585,744,"IN","Indianapolis",2011-01-01
"4754",2,2011,679,562,756,"IN","Indianapolis",2011-02-01
"4755",3,2011,674,557,762,"IN","Indianapolis",2011-03-01
"4756",4,2011,658,557,726,"IN","Indianapolis",2011-04-01
"4757",5,2011,645,541,707,"IN","Indianapolis",2011-05-01
"4758",6,2011,657,533,738,"IN","Indianapolis",2011-06-01
"4759",7,2011,665,539,731,"IN","Indianapolis",2011-07-01
"4760",8,2011,709,598,794,"IN","Indianapolis",2011-08-01
"4761",9,2011,740,647,807,"IN","Indianapolis",2011-09-01
"4762",10,2011,739,643,807,"IN","Indianapolis",2011-10-01
"4763",11,2011,735,645,798,"IN","Indianapolis",2011-11-01
"4764",12,2011,726,630,792,"IN","Indianapolis",2011-12-01
"4765",1,2012,741,636,804,"IN","Indianapolis",2012-01-01
"4766",2,2012,721,594,764,"IN","Indianapolis",2012-02-01
"4767",3,2012,734,593,782,"IN","Indianapolis",2012-03-01
"4768",4,2012,763,608,798,"IN","Indianapolis",2012-04-01
"4769",5,2012,774,600,789,"IN","Indianapolis",2012-05-01
"4770",6,2012,752,596,773,"IN","Indianapolis",2012-06-01
"4771",7,2012,743,591,771,"IN","Indianapolis",2012-07-01
"4772",8,2012,755,584,774,"IN","Indianapolis",2012-08-01
"4773",9,2012,761,592,781,"IN","Indianapolis",2012-09-01
"4774",10,2012,757,595,794,"IN","Indianapolis",2012-10-01
"4775",11,2012,730,591,760,"IN","Indianapolis",2012-11-01
"4776",12,2012,694,602,725,"IN","Indianapolis",2012-12-01
"4777",1,2013,712,603,779,"IN","Indianapolis",2013-01-01
"4778",2,2013,722,603,785,"IN","Indianapolis",2013-02-01
"4779",3,2013,723,602,783,"IN","Indianapolis",2013-03-01
"4780",4,2013,729,606,782,"IN","Indianapolis",2013-04-01
"4781",5,2013,725,600,794,"IN","Indianapolis",2013-05-01
"4782",6,2013,724,594,774,"IN","Indianapolis",2013-06-01
"4783",7,2013,729,597,787,"IN","Indianapolis",2013-07-01
"4784",8,2013,749,613,822,"IN","Indianapolis",2013-08-01
"4785",9,2013,738,607,790,"IN","Indianapolis",2013-09-01
"4786",10,2013,741,614,777,"IN","Indianapolis",2013-10-01
"4787",11,2013,756,620,801,"IN","Indianapolis",2013-11-01
"4788",12,2013,756,610,794,"IN","Indianapolis",2013-12-01
"4789",1,2014,740,606,778,"IN","Indianapolis",2014-01-01
"4790",2,2014,748,615,804,"IN","Indianapolis",2014-02-01
"4791",3,2014,748,608,795,"IN","Indianapolis",2014-03-01
"4792",4,2014,745,619,791,"IN","Indianapolis",2014-04-01
"4793",5,2014,738,613,783,"IN","Indianapolis",2014-05-01
"4794",6,2014,764,632,814,"IN","Indianapolis",2014-06-01
"4795",7,2014,784,650,829,"IN","Indianapolis",2014-07-01
"4796",8,2014,778,648,815,"IN","Indianapolis",2014-08-01
"4797",9,2014,771,636,798,"IN","Indianapolis",2014-09-01
"4798",10,2014,767,628,798,"IN","Indianapolis",2014-10-01
"4799",11,2014,755,627,793,"IN","Indianapolis",2014-11-01
"4800",12,2014,763,630,784,"IN","Indianapolis",2014-12-01
"4801",1,2015,751,629,771,"IN","Indianapolis",2015-01-01
"4802",2,2015,758,637,776,"IN","Indianapolis",2015-02-01
"4803",3,2015,772,655,804,"IN","Indianapolis",2015-03-01
"4804",4,2015,777,673,809,"IN","Indianapolis",2015-04-01
"4805",5,2015,791,682,810,"IN","Indianapolis",2015-05-01
"4806",6,2015,799,686,813,"IN","Indianapolis",2015-06-01
"4807",7,2015,805,704,817,"IN","Indianapolis",2015-07-01
"4808",8,2015,802,707,817,"IN","Indianapolis",2015-08-01
"4809",9,2015,812,719,838,"IN","Indianapolis",2015-09-01
"4810",10,2015,807,720,839,"IN","Indianapolis",2015-10-01
"4811",11,2015,811,730,844,"IN","Indianapolis",2015-11-01
"4812",12,2015,823,736,851,"IN","Indianapolis",2015-12-01
"4813",1,2016,825,743,854,"IN","Indianapolis",2016-01-01
"4814",2,2016,833,746,865,"IN","Indianapolis",2016-02-01
"4815",3,2016,851,772,888,"IN","Indianapolis",2016-03-01
"4816",4,2016,861,780,900,"IN","Indianapolis",2016-04-01
"4817",5,2016,865,773,906,"IN","Indianapolis",2016-05-01
"4818",6,2016,863,773,911,"IN","Indianapolis",2016-06-01
"4819",7,2016,868,775,918,"IN","Indianapolis",2016-07-01
"4820",8,2016,869,784,920,"IN","Indianapolis",2016-08-01
"4821",9,2016,876,802,919,"IN","Indianapolis",2016-09-01
"4822",10,2016,882,801,927,"IN","Indianapolis",2016-10-01
"4823",11,2016,886,803,932,"IN","Indianapolis",2016-11-01
"4824",12,2016,879,803,923,"IN","Indianapolis",2016-12-01
"4825",1,2017,876,798,921,"IN","Indianapolis",2017-01-01
"4826",2,2017,881,797,932,"IN","Indianapolis",2017-02-01
"4827",3,2017,904,823,958,"IN","Indianapolis",2017-03-01
"4828",4,2017,918,836,973,"IN","Indianapolis",2017-04-01
"4829",5,2017,911,834,967,"IN","Indianapolis",2017-05-01
"4830",6,2017,905,834,956,"IN","Indianapolis",2017-06-01
"4831",7,2017,911,840,960,"IN","Indianapolis",2017-07-01
"4832",8,2017,919,845,968,"IN","Indianapolis",2017-08-01
"4833",9,2017,908,832,958,"IN","Indianapolis",2017-09-01
"4834",10,2017,902,823,952,"IN","Indianapolis",2017-10-01
"4835",11,2017,900,812,953,"IN","Indianapolis",2017-11-01
"4836",12,2017,896,813,951,"IN","Indianapolis",2017-12-01
"4837",1,2018,894,811,954,"IN","Indianapolis",2018-01-01
"4838",2,2018,894,804,953,"IN","Indianapolis",2018-02-01
"4839",3,2018,891,797,944,"IN","Indianapolis",2018-03-01
"4840",4,2018,900,801,953,"IN","Indianapolis",2018-04-01
"4841",5,2018,928,839,976,"IN","Indianapolis",2018-05-01
"4842",6,2018,938,821,1002,"IN","Indianapolis",2018-06-01
"4843",7,2018,956,823,1013,"IN","Indianapolis",2018-07-01
"4844",8,2018,960,815,1020,"IN","Indianapolis",2018-08-01
"4845",9,2018,954,806,1021,"IN","Indianapolis",2018-09-01
"4846",10,2018,933,803,999,"IN","Indianapolis",2018-10-01
"4847",11,2018,918,787,985,"IN","Indianapolis",2018-11-01
"4848",12,2018,924,795,988,"IN","Indianapolis",2018-12-01
"4849",1,2019,974,850,1041,"IN","Indianapolis",2019-01-01
"4850",2,2019,973,856,1043,"IN","Indianapolis",2019-02-01
"4851",3,2019,988,870,1060,"IN","Indianapolis",2019-03-01
"4852",1,2011,911,743,996,"TX","Houston",2011-01-01
"4853",2,2011,874,700,967,"TX","Houston",2011-02-01
"4854",3,2011,880,696,991,"TX","Houston",2011-03-01
"4855",4,2011,885,692,999,"TX","Houston",2011-04-01
"4856",5,2011,815,627,886,"TX","Houston",2011-05-01
"4857",6,2011,811,617,881,"TX","Houston",2011-06-01
"4858",7,2011,822,624,891,"TX","Houston",2011-07-01
"4859",8,2011,992,798,1118,"TX","Houston",2011-08-01
"4860",9,2011,1049,868,1171,"TX","Houston",2011-09-01
"4861",10,2011,1044,872,1168,"TX","Houston",2011-10-01
"4862",11,2011,1053,891,1180,"TX","Houston",2011-11-01
"4863",12,2011,1098,906,1266,"TX","Houston",2011-12-01
"4864",1,2012,1120,932,1286,"TX","Houston",2012-01-01
"4865",2,2012,1188,962,1366,"TX","Houston",2012-02-01
"4866",3,2012,1189,955,1335,"TX","Houston",2012-03-01
"4867",4,2012,1223,981,1393,"TX","Houston",2012-04-01
"4868",5,2012,1193,985,1353,"TX","Houston",2012-05-01
"4869",6,2012,1132,922,1263,"TX","Houston",2012-06-01
"4870",7,2012,1152,944,1290,"TX","Houston",2012-07-01
"4871",8,2012,1155,935,1268,"TX","Houston",2012-08-01
"4872",9,2012,1174,961,1291,"TX","Houston",2012-09-01
"4873",10,2012,1140,942,1269,"TX","Houston",2012-10-01
"4874",11,2012,1140,951,1275,"TX","Houston",2012-11-01
"4875",12,2012,1177,993,1322,"TX","Houston",2012-12-01
"4876",1,2013,1131,949,1320,"TX","Houston",2013-01-01
"4877",2,2013,1115,949,1286,"TX","Houston",2013-02-01
"4878",3,2013,1140,975,1313,"TX","Houston",2013-03-01
"4879",4,2013,1162,983,1349,"TX","Houston",2013-04-01
"4880",5,2013,1144,965,1313,"TX","Houston",2013-05-01
"4881",6,2013,1133,957,1297,"TX","Houston",2013-06-01
"4882",7,2013,1105,936,1249,"TX","Houston",2013-07-01
"4883",8,2013,1107,935,1232,"TX","Houston",2013-08-01
"4884",9,2013,1094,931,1213,"TX","Houston",2013-09-01
"4885",10,2013,1099,948,1217,"TX","Houston",2013-10-01
"4886",11,2013,1084,930,1219,"TX","Houston",2013-11-01
"4887",12,2013,1117,966,1256,"TX","Houston",2013-12-01
"4888",1,2014,1138,988,1290,"TX","Houston",2014-01-01
"4889",2,2014,1092,950,1232,"TX","Houston",2014-02-01
"4890",3,2014,1133,980,1283,"TX","Houston",2014-03-01
"4891",4,2014,1157,997,1293,"TX","Houston",2014-04-01
"4892",5,2014,1209,1024,1346,"TX","Houston",2014-05-01
"4893",6,2014,1217,1036,1359,"TX","Houston",2014-06-01
"4894",7,2014,1196,1008,1321,"TX","Houston",2014-07-01
"4895",8,2014,1176,988,1285,"TX","Houston",2014-08-01
"4896",9,2014,1174,990,1284,"TX","Houston",2014-09-01
"4897",10,2014,1191,1011,1305,"TX","Houston",2014-10-01
"4898",11,2014,1230,1048,1361,"TX","Houston",2014-11-01
"4899",12,2014,1272,1079,1421,"TX","Houston",2014-12-01
"4900",1,2015,1265,1076,1407,"TX","Houston",2015-01-01
"4901",2,2015,1248,1067,1394,"TX","Houston",2015-02-01
"4902",3,2015,1260,1070,1407,"TX","Houston",2015-03-01
"4903",4,2015,1296,1109,1438,"TX","Houston",2015-04-01
"4904",5,2015,1286,1083,1413,"TX","Houston",2015-05-01
"4905",6,2015,1337,1101,1475,"TX","Houston",2015-06-01
"4906",7,2015,1327,1102,1480,"TX","Houston",2015-07-01
"4907",8,2015,1311,1108,1464,"TX","Houston",2015-08-01
"4908",9,2015,1321,1120,1467,"TX","Houston",2015-09-01
"4909",10,2015,1324,1123,1471,"TX","Houston",2015-10-01
"4910",11,2015,1324,1132,1473,"TX","Houston",2015-11-01
"4911",12,2015,1334,1145,1492,"TX","Houston",2015-12-01
"4912",1,2016,1345,1146,1503,"TX","Houston",2016-01-01
"4913",2,2016,1359,1163,1512,"TX","Houston",2016-02-01
"4914",3,2016,1424,1227,1598,"TX","Houston",2016-03-01
"4915",4,2016,1419,1224,1593,"TX","Houston",2016-04-01
"4916",5,2016,1413,1222,1580,"TX","Houston",2016-05-01
"4917",6,2016,1406,1219,1574,"TX","Houston",2016-06-01
"4918",7,2016,1373,1186,1532,"TX","Houston",2016-07-01
"4919",8,2016,1373,1178,1542,"TX","Houston",2016-08-01
"4920",9,2016,1380,1178,1551,"TX","Houston",2016-09-01
"4921",10,2016,1392,1188,1563,"TX","Houston",2016-10-01
"4922",11,2016,1370,1173,1532,"TX","Houston",2016-11-01
"4923",12,2016,1343,1145,1498,"TX","Houston",2016-12-01
"4924",1,2017,1305,1107,1451,"TX","Houston",2017-01-01
"4925",2,2017,1285,1087,1424,"TX","Houston",2017-02-01
"4926",3,2017,1271,1082,1417,"TX","Houston",2017-03-01
"4927",4,2017,1274,1088,1428,"TX","Houston",2017-04-01
"4928",5,2017,1294,1106,1450,"TX","Houston",2017-05-01
"4929",6,2017,1299,1104,1453,"TX","Houston",2017-06-01
"4930",7,2017,1285,1094,1436,"TX","Houston",2017-07-01
"4931",8,2017,1282,1091,1439,"TX","Houston",2017-08-01
"4932",9,2017,1279,1104,1432,"TX","Houston",2017-09-01
"4933",10,2017,1320,1142,1478,"TX","Houston",2017-10-01
"4934",11,2017,1321,1144,1472,"TX","Houston",2017-11-01
"4935",12,2017,1325,1145,1478,"TX","Houston",2017-12-01
"4936",1,2018,1332,1151,1486,"TX","Houston",2018-01-01
"4937",2,2018,1291,1118,1429,"TX","Houston",2018-02-01
"4938",3,2018,1269,1095,1401,"TX","Houston",2018-03-01
"4939",4,2018,1281,1102,1413,"TX","Houston",2018-04-01
"4940",5,2018,1301,1109,1433,"TX","Houston",2018-05-01
"4941",6,2018,1277,1094,1401,"TX","Houston",2018-06-01
"4942",7,2018,1297,1107,1430,"TX","Houston",2018-07-01
"4943",8,2018,1302,1114,1428,"TX","Houston",2018-08-01
"4944",9,2018,1318,1130,1439,"TX","Houston",2018-09-01
"4945",10,2018,1285,1108,1393,"TX","Houston",2018-10-01
"4946",11,2018,1276,1095,1385,"TX","Houston",2018-11-01
"4947",12,2018,1294,1115,1407,"TX","Houston",2018-12-01
"4948",1,2019,1329,1146,1450,"TX","Houston",2019-01-01
"4949",2,2019,1329,1146,1449,"TX","Houston",2019-02-01
"4950",3,2019,1323,1140,1445,"TX","Houston",2019-03-01
"4951",1,2011,1115,989,1866,"HI","Honolulu",2011-01-01
"4952",2,2011,1120,1003,1751,"HI","Honolulu",2011-02-01
"4953",3,2011,1410,1078,2385,"HI","Honolulu",2011-03-01
"4954",4,2011,1800,1196,2882,"HI","Honolulu",2011-04-01
"4955",5,2011,2181,873,2910,"HI","Honolulu",2011-05-01
"4956",6,2011,2116,1223,2568,"HI","Honolulu",2011-06-01
"4957",7,2011,1940,1202,2385,"HI","Honolulu",2011-07-01
"4958",8,2011,1752,1232,1980,"HI","Honolulu",2011-08-01
"4959",9,2011,1794,1245,2088,"HI","Honolulu",2011-09-01
"4960",10,2011,1804,1337,2126,"HI","Honolulu",2011-10-01
"4961",11,2011,1693,1354,2086,"HI","Honolulu",2011-11-01
"4962",12,2011,1666,1369,2128,"HI","Honolulu",2011-12-01
"4963",1,2012,1660,1301,2130,"HI","Honolulu",2012-01-01
"4964",2,2012,1630,1301,2343,"HI","Honolulu",2012-02-01
"4965",3,2012,1647,1357,2476,"HI","Honolulu",2012-03-01
"4966",4,2012,1536,1221,2282,"HI","Honolulu",2012-04-01
"4967",5,2012,1419,1227,2236,"HI","Honolulu",2012-05-01
"4968",6,2012,1597,1242,2765,"HI","Honolulu",2012-06-01
"4969",7,2012,1586,1213,2587,"HI","Honolulu",2012-07-01
"4970",8,2012,1642,1210,2492,"HI","Honolulu",2012-08-01
"4971",9,2012,1544,1168,2223,"HI","Honolulu",2012-09-01
"4972",10,2012,1518,1262,2184,"HI","Honolulu",2012-10-01
"4973",11,2012,1544,1283,2258,"HI","Honolulu",2012-11-01
"4974",12,2012,1497,1233,2511,"HI","Honolulu",2012-12-01
"4975",1,2013,1602,1293,2348,"HI","Honolulu",2013-01-01
"4976",2,2013,1725,1342,2444,"HI","Honolulu",2013-02-01
"4977",3,2013,1665,1299,2568,"HI","Honolulu",2013-03-01
"4978",4,2013,1703,1265,2519,"HI","Honolulu",2013-04-01
"4979",5,2013,1811,1264,2500,"HI","Honolulu",2013-05-01
"4980",6,2013,1807,1228,2360,"HI","Honolulu",2013-06-01
"4981",7,2013,1752,1237,2227,"HI","Honolulu",2013-07-01
"4982",8,2013,1661,1166,2184,"HI","Honolulu",2013-08-01
"4983",9,2013,1646,1215,2136,"HI","Honolulu",2013-09-01
"4984",10,2013,1539,1242,1934,"HI","Honolulu",2013-10-01
"4985",11,2013,1593,1312,2053,"HI","Honolulu",2013-11-01
"4986",12,2013,1629,1270,1972,"HI","Honolulu",2013-12-01
"4987",1,2014,1694,1299,2013,"HI","Honolulu",2014-01-01
"4988",2,2014,1707,1279,1899,"HI","Honolulu",2014-02-01
"4989",3,2014,1687,1274,1965,"HI","Honolulu",2014-03-01
"4990",4,2014,1739,1313,2003,"HI","Honolulu",2014-04-01
"4991",5,2014,1710,1252,1957,"HI","Honolulu",2014-05-01
"4992",6,2014,1733,1269,1923,"HI","Honolulu",2014-06-01
"4993",7,2014,1789,1292,2023,"HI","Honolulu",2014-07-01
"4994",8,2014,1874,1296,2001,"HI","Honolulu",2014-08-01
"4995",9,2014,2063,1436,2465,"HI","Honolulu",2014-09-01
"4996",10,2014,2363,1819,3030,"HI","Honolulu",2014-10-01
"4997",11,2014,2609,2383,3088,"HI","Honolulu",2014-11-01
"4998",12,2014,2689,2260,3218,"HI","Honolulu",2014-12-01
"4999",1,2015,2851,2552,3550,"HI","Honolulu",2015-01-01
"5000",2,2015,2980,2962,3663,"HI","Honolulu",2015-02-01
"5001",3,2015,3015,2878,3846,"HI","Honolulu",2015-03-01
"5002",4,2015,2900,2760,3599,"HI","Honolulu",2015-04-01
"5003",5,2015,2903,2757,3565,"HI","Honolulu",2015-05-01
"5004",6,2015,2621,2257,2947,"HI","Honolulu",2015-06-01
"5005",7,2015,2858,2694,3301,"HI","Honolulu",2015-07-01
"5006",8,2015,2608,2302,3007,"HI","Honolulu",2015-08-01
"5007",9,2015,2422,2080,2858,"HI","Honolulu",2015-09-01
"5008",10,2015,2567,2260,2983,"HI","Honolulu",2015-10-01
"5009",11,2015,2802,2546,3203,"HI","Honolulu",2015-11-01
"5010",12,2015,2812,2447,3340,"HI","Honolulu",2015-12-01
