"","Month","Year","AllBeds","OneBed","TwoBeds","State","City","Date"
"438",6,2014,648,535,696,"AZ","Tucson",2014-06-01
"439",7,2014,673,530,699,"AZ","Tucson",2014-07-01
"440",8,2014,673,526,698,"AZ","Tucson",2014-08-01
"441",9,2014,670,528,693,"AZ","Tucson",2014-09-01
"442",10,2014,667,527,695,"AZ","Tucson",2014-10-01
"443",11,2014,664,529,695,"AZ","Tucson",2014-11-01
"444",12,2014,675,529,695,"AZ","Tucson",2014-12-01
"445",1,2015,666,531,691,"AZ","Tucson",2015-01-01
"446",2,2015,669,539,692,"AZ","Tucson",2015-02-01
"447",3,2015,660,533,689,"AZ","Tucson",2015-03-01
"448",4,2015,676,543,694,"AZ","Tucson",2015-04-01
"449",5,2015,702,542,698,"AZ","Tucson",2015-05-01
"450",6,2015,768,545,711,"AZ","Tucson",2015-06-01
"451",7,2015,756,553,716,"AZ","Tucson",2015-07-01
"452",8,2015,742,559,719,"AZ","Tucson",2015-08-01
"453",9,2015,721,562,715,"AZ","Tucson",2015-09-01
"454",10,2015,705,558,709,"AZ","Tucson",2015-10-01
"455",11,2015,690,567,715,"AZ","Tucson",2015-11-01
"456",12,2015,687,564,703,"AZ","Tucson",2015-12-01
"457",1,2016,689,568,714,"AZ","Tucson",2016-01-01
"458",2,2016,681,575,717,"AZ","Tucson",2016-02-01
"459",3,2016,679,579,729,"AZ","Tucson",2016-03-01
"460",4,2016,683,579,738,"AZ","Tucson",2016-04-01
"461",5,2016,685,582,738,"AZ","Tucson",2016-05-01
"462",6,2016,682,578,738,"AZ","Tucson",2016-06-01
"463",7,2016,688,586,741,"AZ","Tucson",2016-07-01
"464",8,2016,682,588,738,"AZ","Tucson",2016-08-01
"465",9,2016,681,590,737,"AZ","Tucson",2016-09-01
"466",10,2016,696,595,732,"AZ","Tucson",2016-10-01
"467",11,2016,698,595,731,"AZ","Tucson",2016-11-01
"468",12,2016,707,595,738,"AZ","Tucson",2016-12-01
"469",1,2017,703,588,741,"AZ","Tucson",2017-01-01
"470",2,2017,713,590,748,"AZ","Tucson",2017-02-01
"471",3,2017,723,599,773,"AZ","Tucson",2017-03-01
"472",4,2017,714,595,776,"AZ","Tucson",2017-04-01
"473",5,2017,727,603,771,"AZ","Tucson",2017-05-01
"474",6,2017,735,618,788,"AZ","Tucson",2017-06-01
"475",7,2017,719,614,777,"AZ","Tucson",2017-07-01
"476",8,2017,732,622,781,"AZ","Tucson",2017-08-01
"477",9,2017,729,629,780,"AZ","Tucson",2017-09-01
"478",10,2017,732,631,776,"AZ","Tucson",2017-10-01
"479",11,2017,744,634,790,"AZ","Tucson",2017-11-01
"480",12,2017,740,636,787,"AZ","Tucson",2017-12-01
"481",1,2018,734,636,780,"AZ","Tucson",2018-01-01
"482",2,2018,753,642,797,"AZ","Tucson",2018-02-01
"483",3,2018,741,630,791,"AZ","Tucson",2018-03-01
"484",4,2018,753,638,808,"AZ","Tucson",2018-04-01
"485",5,2018,792,670,837,"AZ","Tucson",2018-05-01
"486",6,2018,787,662,835,"AZ","Tucson",2018-06-01
"487",7,2018,788,662,842,"AZ","Tucson",2018-07-01
"488",8,2018,798,661,846,"AZ","Tucson",2018-08-01
"489",9,2018,798,667,841,"AZ","Tucson",2018-09-01
"490",10,2018,800,670,837,"AZ","Tucson",2018-10-01
"491",11,2018,808,677,856,"AZ","Tucson",2018-11-01
"492",12,2018,812,680,863,"AZ","Tucson",2018-12-01
"493",1,2019,843,700,851,"AZ","Tucson",2019-01-01
"494",2,2019,846,688,847,"AZ","Tucson",2019-02-01
"495",3,2019,869,696,862,"AZ","Tucson",2019-03-01
"496",1,2011,479,323,528,"OH","Toledo",2011-01-01
"497",2,2011,483,411,527,"OH","Toledo",2011-02-01
"498",3,2011,476,413,512,"OH","Toledo",2011-03-01
"499",4,2011,468,411,493,"OH","Toledo",2011-04-01
"500",5,2011,478,416,529,"OH","Toledo",2011-05-01
"501",6,2011,460,399,512,"OH","Toledo",2011-06-01
"502",7,2011,461,414,531,"OH","Toledo",2011-07-01
"503",8,2011,526,446,582,"OH","Toledo",2011-08-01
"504",9,2011,585,484,633,"OH","Toledo",2011-09-01
"505",10,2011,575,477,620,"OH","Toledo",2011-10-01
"506",11,2011,540,463,591,"OH","Toledo",2011-11-01
"507",12,2011,514,454,565,"OH","Toledo",2011-12-01
"508",1,2012,517,458,566,"OH","Toledo",2012-01-01
"509",2,2012,539,471,589,"OH","Toledo",2012-02-01
"510",3,2012,545,475,592,"OH","Toledo",2012-03-01
"511",4,2012,521,463,568,"OH","Toledo",2012-04-01
"512",5,2012,538,471,581,"OH","Toledo",2012-05-01
"513",6,2012,551,476,601,"OH","Toledo",2012-06-01
"514",7,2012,573,476,627,"OH","Toledo",2012-07-01
"515",8,2012,562,472,611,"OH","Toledo",2012-08-01
"516",9,2012,559,468,611,"OH","Toledo",2012-09-01
"517",10,2012,567,494,620,"OH","Toledo",2012-10-01
"518",11,2012,563,503,594,"OH","Toledo",2012-11-01
"519",12,2012,551,472,579,"OH","Toledo",2012-12-01
"520",1,2013,548,468,573,"OH","Toledo",2013-01-01
"521",2,2013,544,469,570,"OH","Toledo",2013-02-01
"522",3,2013,542,480,588,"OH","Toledo",2013-03-01
"523",4,2013,552,480,605,"OH","Toledo",2013-04-01
"524",5,2013,558,476,606,"OH","Toledo",2013-05-01
"525",6,2013,550,471,583,"OH","Toledo",2013-06-01
"526",7,2013,545,468,583,"OH","Toledo",2013-07-01
"527",8,2013,552,475,583,"OH","Toledo",2013-08-01
"528",9,2013,582,494,620,"OH","Toledo",2013-09-01
"529",10,2013,587,496,644,"OH","Toledo",2013-10-01
"530",11,2013,556,478,605,"OH","Toledo",2013-11-01
"531",12,2013,555,480,597,"OH","Toledo",2013-12-01
"532",1,2014,561,491,607,"OH","Toledo",2014-01-01
"533",2,2014,560,479,595,"OH","Toledo",2014-02-01
"534",3,2014,558,476,604,"OH","Toledo",2014-03-01
"535",4,2014,572,485,633,"OH","Toledo",2014-04-01
"536",5,2014,574,488,625,"OH","Toledo",2014-05-01
"537",6,2014,566,484,610,"OH","Toledo",2014-06-01
"538",7,2014,577,486,613,"OH","Toledo",2014-07-01
"539",8,2014,582,482,625,"OH","Toledo",2014-08-01
"540",9,2014,583,484,626,"OH","Toledo",2014-09-01
"541",10,2014,582,486,623,"OH","Toledo",2014-10-01
"542",11,2014,580,487,629,"OH","Toledo",2014-11-01
"543",12,2014,583,485,627,"OH","Toledo",2014-12-01
"544",1,2015,578,488,625,"OH","Toledo",2015-01-01
"545",2,2015,586,504,634,"OH","Toledo",2015-02-01
"546",3,2015,583,489,635,"OH","Toledo",2015-03-01
"547",4,2015,601,504,645,"OH","Toledo",2015-04-01
"548",5,2015,597,496,627,"OH","Toledo",2015-05-01
"549",6,2015,606,501,623,"OH","Toledo",2015-06-01
"550",7,2015,614,502,630,"OH","Toledo",2015-07-01
"551",8,2015,617,510,644,"OH","Toledo",2015-08-01
"552",9,2015,612,523,645,"OH","Toledo",2015-09-01
"553",10,2015,612,520,650,"OH","Toledo",2015-10-01
"554",11,2015,640,525,687,"OH","Toledo",2015-11-01
"555",12,2015,640,526,683,"OH","Toledo",2015-12-01
"556",1,2016,641,529,688,"OH","Toledo",2016-01-01
"557",2,2016,660,534,712,"OH","Toledo",2016-02-01
"558",3,2016,646,525,699,"OH","Toledo",2016-03-01
"559",4,2016,630,513,681,"OH","Toledo",2016-04-01
"560",5,2016,625,514,672,"OH","Toledo",2016-05-01
"561",6,2016,616,518,661,"OH","Toledo",2016-06-01
"562",7,2016,619,525,660,"OH","Toledo",2016-07-01
"563",8,2016,627,531,666,"OH","Toledo",2016-08-01
"564",9,2016,618,543,648,"OH","Toledo",2016-09-01
"565",10,2016,621,535,657,"OH","Toledo",2016-10-01
"566",11,2016,631,536,673,"OH","Toledo",2016-11-01
"567",12,2016,637,542,675,"OH","Toledo",2016-12-01
"568",1,2017,649,527,692,"OH","Toledo",2017-01-01
"569",2,2017,637,508,708,"OH","Toledo",2017-02-01
"570",3,2017,657,535,692,"OH","Toledo",2017-03-01
"571",4,2017,635,538,678,"OH","Toledo",2017-04-01
"572",5,2017,650,549,691,"OH","Toledo",2017-05-01
"573",6,2017,636,552,677,"OH","Toledo",2017-06-01
"574",7,2017,647,567,689,"OH","Toledo",2017-07-01
"575",8,2017,668,590,700,"OH","Toledo",2017-08-01
"576",9,2017,652,576,690,"OH","Toledo",2017-09-01
"577",10,2017,638,543,687,"OH","Toledo",2017-10-01
"578",11,2017,644,540,687,"OH","Toledo",2017-11-01
"579",12,2017,655,552,697,"OH","Toledo",2017-12-01
"580",1,2018,663,548,706,"OH","Toledo",2018-01-01
"581",2,2018,690,569,730,"OH","Toledo",2018-02-01
"582",3,2018,691,576,740,"OH","Toledo",2018-03-01
"583",4,2018,697,585,743,"OH","Toledo",2018-04-01
"584",5,2018,705,597,733,"OH","Toledo",2018-05-01
"585",6,2018,738,629,777,"OH","Toledo",2018-06-01
"586",7,2018,742,639,786,"OH","Toledo",2018-07-01
"587",8,2018,732,605,777,"OH","Toledo",2018-08-01
"588",9,2018,704,558,746,"OH","Toledo",2018-09-01
"589",10,2018,696,553,739,"OH","Toledo",2018-10-01
"590",11,2018,716,583,756,"OH","Toledo",2018-11-01
"591",12,2018,698,576,722,"OH","Toledo",2018-12-01
"592",1,2019,697,582,723,"OH","Toledo",2019-01-01
"593",2,2019,665,560,713,"OH","Toledo",2019-02-01
"594",3,2019,673,555,732,"OH","Toledo",2019-03-01
"595",1,2011,890,718,879,"FL","Tampa",2011-01-01
"596",2,2011,909,726,860,"FL","Tampa",2011-02-01
"597",3,2011,908,735,868,"FL","Tampa",2011-03-01
"598",4,2011,881,704,850,"FL","Tampa",2011-04-01
"599",5,2011,864,700,796,"FL","Tampa",2011-05-01
"600",6,2011,843,694,761,"FL","Tampa",2011-06-01
"601",7,2011,841,698,766,"FL","Tampa",2011-07-01
"602",8,2011,886,726,898,"FL","Tampa",2011-08-01
"603",9,2011,910,757,935,"FL","Tampa",2011-09-01
"604",10,2011,921,765,951,"FL","Tampa",2011-10-01
"605",11,2011,913,774,947,"FL","Tampa",2011-11-01
"606",12,2011,875,737,905,"FL","Tampa",2011-12-01
"607",1,2012,913,772,951,"FL","Tampa",2012-01-01
"608",2,2012,903,767,935,"FL","Tampa",2012-02-01
"609",3,2012,918,789,942,"FL","Tampa",2012-03-01
"610",4,2012,922,774,949,"FL","Tampa",2012-04-01
"611",5,2012,983,808,1026,"FL","Tampa",2012-05-01
"612",6,2012,956,782,1008,"FL","Tampa",2012-06-01
"613",7,2012,946,794,976,"FL","Tampa",2012-07-01
"614",8,2012,946,796,972,"FL","Tampa",2012-08-01
"615",9,2012,927,778,953,"FL","Tampa",2012-09-01
"616",10,2012,913,772,948,"FL","Tampa",2012-10-01
"617",11,2012,916,774,940,"FL","Tampa",2012-11-01
"618",12,2012,907,768,938,"FL","Tampa",2012-12-01
"619",1,2013,900,773,942,"FL","Tampa",2013-01-01
"620",2,2013,912,792,950,"FL","Tampa",2013-02-01
"621",3,2013,931,811,963,"FL","Tampa",2013-03-01
"622",4,2013,923,794,964,"FL","Tampa",2013-04-01
"623",5,2013,940,794,979,"FL","Tampa",2013-05-01
"624",6,2013,952,797,988,"FL","Tampa",2013-06-01
"625",7,2013,949,794,985,"FL","Tampa",2013-07-01
"626",8,2013,952,802,978,"FL","Tampa",2013-08-01
"627",9,2013,955,803,967,"FL","Tampa",2013-09-01
"628",10,2013,959,796,977,"FL","Tampa",2013-10-01
"629",11,2013,969,801,993,"FL","Tampa",2013-11-01
"630",12,2013,988,864,1022,"FL","Tampa",2013-12-01
"631",1,2014,975,849,1010,"FL","Tampa",2014-01-01
"632",2,2014,987,848,1038,"FL","Tampa",2014-02-01
"633",3,2014,1036,926,1062,"FL","Tampa",2014-03-01
"634",4,2014,1000,867,1044,"FL","Tampa",2014-04-01
"635",5,2014,952,794,1004,"FL","Tampa",2014-05-01
"636",6,2014,969,808,1022,"FL","Tampa",2014-06-01
"637",7,2014,992,808,1024,"FL","Tampa",2014-07-01
"638",8,2014,1003,811,1030,"FL","Tampa",2014-08-01
"639",9,2014,1005,814,1034,"FL","Tampa",2014-09-01
"640",10,2014,1001,817,1041,"FL","Tampa",2014-10-01
"641",11,2014,1000,822,1035,"FL","Tampa",2014-11-01
"642",12,2014,1008,824,1031,"FL","Tampa",2014-12-01
"643",1,2015,1008,835,1041,"FL","Tampa",2015-01-01
"644",2,2015,1018,853,1042,"FL","Tampa",2015-02-01
"645",3,2015,1039,865,1069,"FL","Tampa",2015-03-01
"646",4,2015,1045,881,1057,"FL","Tampa",2015-04-01
"647",5,2015,1072,893,1083,"FL","Tampa",2015-05-01
"648",6,2015,1093,892,1092,"FL","Tampa",2015-06-01
"649",7,2015,1077,891,1080,"FL","Tampa",2015-07-01
"650",8,2015,1090,919,1113,"FL","Tampa",2015-08-01
"651",9,2015,1096,933,1128,"FL","Tampa",2015-09-01
"652",10,2015,1102,942,1140,"FL","Tampa",2015-10-01
"653",11,2015,1112,963,1160,"FL","Tampa",2015-11-01
"654",12,2015,1117,976,1170,"FL","Tampa",2015-12-01
"655",1,2016,1115,971,1166,"FL","Tampa",2016-01-01
"656",2,2016,1134,980,1184,"FL","Tampa",2016-02-01
"657",3,2016,1135,983,1191,"FL","Tampa",2016-03-01
"658",4,2016,1161,998,1220,"FL","Tampa",2016-04-01
"659",5,2016,1166,999,1231,"FL","Tampa",2016-05-01
"660",6,2016,1166,1004,1228,"FL","Tampa",2016-06-01
"661",7,2016,1167,1009,1217,"FL","Tampa",2016-07-01
"662",8,2016,1186,1015,1244,"FL","Tampa",2016-08-01
"663",9,2016,1186,1019,1246,"FL","Tampa",2016-09-01
"664",10,2016,1179,1022,1234,"FL","Tampa",2016-10-01
"665",11,2016,1171,1026,1216,"FL","Tampa",2016-11-01
"666",12,2016,1154,1009,1200,"FL","Tampa",2016-12-01
"667",1,2017,1149,1015,1196,"FL","Tampa",2017-01-01
"668",2,2017,1163,1008,1207,"FL","Tampa",2017-02-01
"669",3,2017,1169,1012,1225,"FL","Tampa",2017-03-01
"670",4,2017,1163,1011,1217,"FL","Tampa",2017-04-01
"671",5,2017,1182,1024,1234,"FL","Tampa",2017-05-01
"672",6,2017,1187,1032,1241,"FL","Tampa",2017-06-01
"673",7,2017,1186,1040,1240,"FL","Tampa",2017-07-01
"674",8,2017,1176,1030,1238,"FL","Tampa",2017-08-01
"675",9,2017,1180,1033,1236,"FL","Tampa",2017-09-01
"676",10,2017,1184,1033,1243,"FL","Tampa",2017-10-01
"677",11,2017,1193,1035,1253,"FL","Tampa",2017-11-01
"678",12,2017,1178,1028,1241,"FL","Tampa",2017-12-01
"679",1,2018,1192,1046,1252,"FL","Tampa",2018-01-01
"680",2,2018,1196,1045,1258,"FL","Tampa",2018-02-01
"681",3,2018,1201,1051,1265,"FL","Tampa",2018-03-01
"682",4,2018,1214,1061,1278,"FL","Tampa",2018-04-01
"683",5,2018,1252,1103,1295,"FL","Tampa",2018-05-01
"684",6,2018,1272,1107,1331,"FL","Tampa",2018-06-01
"685",7,2018,1280,1117,1347,"FL","Tampa",2018-07-01
"686",8,2018,1285,1121,1344,"FL","Tampa",2018-08-01
"687",9,2018,1293,1132,1350,"FL","Tampa",2018-09-01
"688",10,2018,1265,1107,1325,"FL","Tampa",2018-10-01
"689",11,2018,1248,1089,1309,"FL","Tampa",2018-11-01
"690",12,2018,1264,1092,1314,"FL","Tampa",2018-12-01
"691",1,2019,1291,1120,1339,"FL","Tampa",2019-01-01
"692",2,2019,1312,1133,1339,"FL","Tampa",2019-02-01
"693",3,2019,1329,1160,1354,"FL","Tampa",2019-03-01
"694",1,2011,925,521,764,"CA","Stockton",2011-01-01
"695",2,2011,987,509,765,"CA","Stockton",2011-02-01
"696",3,2011,985,567,774,"CA","Stockton",2011-03-01
"697",4,2011,979,592,775,"CA","Stockton",2011-04-01
"698",5,2011,993,563,752,"CA","Stockton",2011-05-01
"699",6,2011,992,490,736,"CA","Stockton",2011-06-01
"700",7,2011,947,521,742,"CA","Stockton",2011-07-01
"701",8,2011,904,590,813,"CA","Stockton",2011-08-01
"702",9,2011,882,609,841,"CA","Stockton",2011-09-01
"703",10,2011,880,615,851,"CA","Stockton",2011-10-01
"704",11,2011,859,627,836,"CA","Stockton",2011-11-01
"705",12,2011,891,597,835,"CA","Stockton",2011-12-01
"706",1,2012,893,597,844,"CA","Stockton",2012-01-01
"707",2,2012,890,580,826,"CA","Stockton",2012-02-01
"708",3,2012,828,555,813,"CA","Stockton",2012-03-01
"709",4,2012,846,599,829,"CA","Stockton",2012-04-01
"710",5,2012,854,603,849,"CA","Stockton",2012-05-01
"711",6,2012,854,597,835,"CA","Stockton",2012-06-01
"712",7,2012,839,591,795,"CA","Stockton",2012-07-01
"713",8,2012,849,586,808,"CA","Stockton",2012-08-01
"714",9,2012,853,582,814,"CA","Stockton",2012-09-01
"715",10,2012,845,592,796,"CA","Stockton",2012-10-01
"716",11,2012,854,604,785,"CA","Stockton",2012-11-01
"717",12,2012,850,583,776,"CA","Stockton",2012-12-01
"718",1,2013,861,608,786,"CA","Stockton",2013-01-01
"719",2,2013,870,611,801,"CA","Stockton",2013-02-01
"720",3,2013,870,610,804,"CA","Stockton",2013-03-01
"721",4,2013,898,622,826,"CA","Stockton",2013-04-01
"722",5,2013,924,668,832,"CA","Stockton",2013-05-01
"723",6,2013,927,666,855,"CA","Stockton",2013-06-01
"724",7,2013,943,614,850,"CA","Stockton",2013-07-01
"725",8,2013,943,597,842,"CA","Stockton",2013-08-01
"726",9,2013,924,617,847,"CA","Stockton",2013-09-01
"727",10,2013,935,637,863,"CA","Stockton",2013-10-01
"728",11,2013,929,642,853,"CA","Stockton",2013-11-01
"729",12,2013,933,629,871,"CA","Stockton",2013-12-01
"730",1,2014,930,656,878,"CA","Stockton",2014-01-01
"731",2,2014,920,603,856,"CA","Stockton",2014-02-01
"732",3,2014,935,648,895,"CA","Stockton",2014-03-01
"733",4,2014,963,750,952,"CA","Stockton",2014-04-01
"734",5,2014,963,799,967,"CA","Stockton",2014-05-01
"735",6,2014,980,817,989,"CA","Stockton",2014-06-01
"736",7,2014,1030,857,1034,"CA","Stockton",2014-07-01
"737",8,2014,1050,872,1054,"CA","Stockton",2014-08-01
"738",9,2014,982,807,994,"CA","Stockton",2014-09-01
"739",10,2014,968,799,981,"CA","Stockton",2014-10-01
"740",11,2014,999,842,1002,"CA","Stockton",2014-11-01
"741",12,2014,1047,897,1040,"CA","Stockton",2014-12-01
"742",1,2015,1042,903,1038,"CA","Stockton",2015-01-01
"743",2,2015,1041,888,1050,"CA","Stockton",2015-02-01
"744",3,2015,1044,876,1053,"CA","Stockton",2015-03-01
"745",4,2015,1058,882,1068,"CA","Stockton",2015-04-01
"746",5,2015,1066,879,1071,"CA","Stockton",2015-05-01
"747",6,2015,1026,829,1035,"CA","Stockton",2015-06-01
"748",7,2015,1036,863,1048,"CA","Stockton",2015-07-01
"749",8,2015,1045,873,1057,"CA","Stockton",2015-08-01
"750",9,2015,1047,886,1052,"CA","Stockton",2015-09-01
"751",10,2015,883,692,896,"CA","Stockton",2015-10-01
"752",11,2015,831,692,864,"CA","Stockton",2015-11-01
"753",12,2015,807,663,846,"CA","Stockton",2015-12-01
"754",1,2016,894,740,955,"CA","Stockton",2016-01-01
"755",2,2016,859,733,923,"CA","Stockton",2016-02-01
"756",3,2016,890,741,973,"CA","Stockton",2016-03-01
"757",4,2016,907,737,1004,"CA","Stockton",2016-04-01
"758",5,2016,974,767,1057,"CA","Stockton",2016-05-01
"759",6,2016,943,830,1023,"CA","Stockton",2016-06-01
"760",7,2016,965,821,1078,"CA","Stockton",2016-07-01
"761",8,2016,935,723,1082,"CA","Stockton",2016-08-01
"762",9,2016,965,726,1112,"CA","Stockton",2016-09-01
"763",10,2016,894,719,1039,"CA","Stockton",2016-10-01
"764",11,2016,938,806,1039,"CA","Stockton",2016-11-01
"765",12,2016,944,860,1024,"CA","Stockton",2016-12-01
"766",1,2017,937,861,1038,"CA","Stockton",2017-01-01
"767",2,2017,912,811,1035,"CA","Stockton",2017-02-01
"768",3,2017,941,859,1032,"CA","Stockton",2017-03-01
"769",4,2017,938,856,1032,"CA","Stockton",2017-04-01
"770",5,2017,1227,1118,1334,"CA","Stockton",2017-05-01
"771",6,2017,1310,1126,1463,"CA","Stockton",2017-06-01
"772",7,2017,1258,1070,1372,"CA","Stockton",2017-07-01
"773",8,2017,1103,940,1203,"CA","Stockton",2017-08-01
"774",9,2017,1112,914,1245,"CA","Stockton",2017-09-01
"775",10,2017,1085,927,1170,"CA","Stockton",2017-10-01
"776",11,2017,1120,962,1212,"CA","Stockton",2017-11-01
"777",12,2017,1116,967,1207,"CA","Stockton",2017-12-01
"778",1,2018,1163,1034,1227,"CA","Stockton",2018-01-01
"779",2,2018,1186,1052,1261,"CA","Stockton",2018-02-01
"780",3,2018,1209,1070,1301,"CA","Stockton",2018-03-01
"781",4,2018,1205,995,1316,"CA","Stockton",2018-04-01
"782",5,2018,1208,912,1367,"CA","Stockton",2018-05-01
"783",6,2018,1116,902,1293,"CA","Stockton",2018-06-01
"784",7,2018,1108,876,1311,"CA","Stockton",2018-07-01
"785",8,2018,1062,896,1222,"CA","Stockton",2018-08-01
"786",9,2018,1084,903,1245,"CA","Stockton",2018-09-01
"787",10,2018,1086,892,1279,"CA","Stockton",2018-10-01
"788",11,2018,1105,964,1277,"CA","Stockton",2018-11-01
"789",12,2018,1114,963,1308,"CA","Stockton",2018-12-01
"790",1,2019,1129,984,1330,"CA","Stockton",2019-01-01
"791",2,2019,1114,941,1303,"CA","Stockton",2019-02-01
"792",3,2019,1154,958,1338,"CA","Stockton",2019-03-01
"793",1,2011,879,765,833,"FL","St. Petersburg",2011-01-01
"794",2,2011,913,797,843,"FL","St. Petersburg",2011-02-01
"795",3,2011,905,781,842,"FL","St. Petersburg",2011-03-01
"796",4,2011,870,739,794,"FL","St. Petersburg",2011-04-01
"797",5,2011,853,723,787,"FL","St. Petersburg",2011-05-01
"798",6,2011,821,696,764,"FL","St. Petersburg",2011-06-01
"799",7,2011,822,706,783,"FL","St. Petersburg",2011-07-01
"800",8,2011,900,733,938,"FL","St. Petersburg",2011-08-01
"801",9,2011,908,755,948,"FL","St. Petersburg",2011-09-01
"802",10,2011,915,757,952,"FL","St. Petersburg",2011-10-01
"803",11,2011,923,761,958,"FL","St. Petersburg",2011-11-01
"804",12,2011,869,723,899,"FL","St. Petersburg",2011-12-01
"805",1,2012,923,758,964,"FL","St. Petersburg",2012-01-01
"806",2,2012,924,760,983,"FL","St. Petersburg",2012-02-01
"807",3,2012,910,749,958,"FL","St. Petersburg",2012-03-01
"808",4,2012,958,762,984,"FL","St. Petersburg",2012-04-01
"809",5,2012,913,744,959,"FL","St. Petersburg",2012-05-01
"810",6,2012,933,754,978,"FL","St. Petersburg",2012-06-01
"811",7,2012,905,749,948,"FL","St. Petersburg",2012-07-01
"812",8,2012,937,786,979,"FL","St. Petersburg",2012-08-01
"813",9,2012,926,781,964,"FL","St. Petersburg",2012-09-01
"814",10,2012,964,787,1017,"FL","St. Petersburg",2012-10-01
"815",11,2012,991,797,1034,"FL","St. Petersburg",2012-11-01
"816",12,2012,959,798,1005,"FL","St. Petersburg",2012-12-01
"817",1,2013,958,808,1018,"FL","St. Petersburg",2013-01-01
"818",2,2013,960,811,1030,"FL","St. Petersburg",2013-02-01
"819",3,2013,975,821,1009,"FL","St. Petersburg",2013-03-01
"820",4,2013,999,823,1062,"FL","St. Petersburg",2013-04-01
"821",5,2013,980,811,1037,"FL","St. Petersburg",2013-05-01
"822",6,2013,1015,829,1063,"FL","St. Petersburg",2013-06-01
"823",7,2013,1008,824,1042,"FL","St. Petersburg",2013-07-01
"824",8,2013,995,819,1044,"FL","St. Petersburg",2013-08-01
"825",9,2013,987,797,1028,"FL","St. Petersburg",2013-09-01
"826",10,2013,954,776,990,"FL","St. Petersburg",2013-10-01
"827",11,2013,958,773,1018,"FL","St. Petersburg",2013-11-01
"828",12,2013,968,812,1013,"FL","St. Petersburg",2013-12-01
"829",1,2014,1001,849,1048,"FL","St. Petersburg",2014-01-01
"830",2,2014,991,844,1043,"FL","St. Petersburg",2014-02-01
"831",3,2014,963,832,1016,"FL","St. Petersburg",2014-03-01
"832",4,2014,957,827,1011,"FL","St. Petersburg",2014-04-01
"833",5,2014,981,827,1031,"FL","St. Petersburg",2014-05-01
