"Date","StateAbbr","State","City","CityID","CountyFips","AllBeds","OneBed","TwoBeds","SP500","InterestRate","HomePriceIndex","AdjPopulation","AdjViolentCrime","AdjMurder","AdjLarcenyTheft","AdjEarnS","AdjPayroll"
2013-03-01,"CA","California","San Jose",16726,"06085",2130,1796,2338,1518.199951,1.853,147.961,995066,3220,37,12318,7993,22238667777
2013-04-01,"CA","California","San Jose",16726,"06085",2167,1847,2378,1562.170044,1.84,150.977,996527,3222,36,12271,8088,22525494127
2013-05-01,"CA","California","San Jose",16726,"06085",2173,1865,2420,1582.699951,1.639,153.874,997988,3224,36,12224,8183,22812320477
2013-06-01,"CA","California","San Jose",16726,"06085",2252,1900,2508,1640.420044,2.134,156.446,999450,3226,36,12177,8278,23099146827
2013-07-01,"CA","California","San Jose",16726,"06085",2242,1923,2476,1614.959961,2.49,158.309,1000911,3228,35,12130,8447,23750764788
2013-08-01,"CA","California","San Jose",16726,"06085",2213,1902,2421,1706.869995,2.723,159.418,1002372,3231,34,12084,8616,24402382749
2013-09-01,"CA","California","San Jose",16726,"06085",2189,1844,2351,1639.77002,2.848,159.693,1003834,3233,34,12037,8785,25054000710
2013-10-01,"CA","California","San Jose",16726,"06085",2193,1870,2355,1695,2.646,159.569,1005295,3235,34,11990,8887,25307491823.25
2013-11-01,"CA","California","San Jose",16726,"06085",2179,1843,2341,1761.640015,2.62,159.37,1006756,3238,33,11944,8989,25560982936.5
2013-12-01,"CA","California","San Jose",16726,"06085",2254,1910,2422,1800.900024,2.801,159.291,1008218,3240,32,11897,9091,25814474049.75
2014-01-01,"CA","California","San Jose",16726,"06085",2289,1962,2450,1831.97998,2.985,159.391,1009679,3242,32,11850,9193,26067965163
2014-02-01,"CA","California","San Jose",16726,"06085",2311,1970,2493,1741.890015,2.581,159.904,1011494,3255,32,11957,8773.5,25138208298.5
2014-03-01,"CA","California","San Jose",16726,"06085",2296,1997,2499,1845.72998,2.607,161.222,1013309,3268,32,12065,8354,24208451434
2014-04-01,"CA","California","San Jose",16726,"06085",2352,2044,2548,1885.52002,2.759,162.999,1015124,3282,32,12172,8584.66666666667,24894600254
2014-05-01,"CA","California","San Jose",16726,"06085",2379,2047,2601,1883.680054,2.606,164.71,1016939,3295,31,12279,8815.33333333333,25580749074
2014-06-01,"CA","California","San Jose",16726,"06085",2449,2102,2686,1924.969971,2.534,166.236,1018754,3308,31,12387,9046,26266897894
2014-07-01,"CA","California","San Jose",16726,"06085",2503,2139,2726,1973.319946,2.563,167.156,1020568,3321,31,12494,9156.66666666667,26783154737.3333
2014-08-01,"CA","California","San Jose",16726,"06085",2512,2146,2737,1925.150024,2.505,167.47,1022383,3334,31,12601,9267.33333333333,27299411580.6667
2014-09-01,"CA","California","San Jose",16726,"06085",2511,2157,2730,2002.280029,2.419,167.264,1024198,3347,31,12709,9378,27815668424
2014-10-01,"CA","California","San Jose",16726,"06085",2513,2156,2735,1946.160034,2.403,166.934,1026013,3360,30,12816,9427.25,27878060446.25
2014-11-01,"CA","California","San Jose",16726,"06085",2515,2146,2726,2017.810059,2.348,166.685,1027828,3374,30,12923,9476.5,27940452468.5
2014-12-01,"CA","California","San Jose",16726,"06085",2517,2159,2738,2053.439941,2.218,166.495,1029643,3387,30,13031,9525.75,28002844490.75
2015-01-01,"CA","California","San Jose",16726,"06085",2525,2188,2778,2058.199951,2.123,166.297,1031458,3400,30,13138,9575,28065236513
2015-02-01,"CA","California","San Jose",16726,"06085",2510,2195,2784,2020.849976,1.673,166.688,1032324,3441,31,13109,9417,27973131604
2015-03-01,"CA","California","San Jose",16726,"06085",2628,2306,2880,2117.389893,2.084,168.142,1033189,3481,33,13079,9259,27881026695
2015-04-01,"CA","California","San Jose",16726,"06085",2656,2330,2873,2059.689941,1.868,170.012,1034054,3522,34,13050,9197.33333333333,27775694114.6667
2015-05-01,"CA","California","San Jose",16726,"06085",2712,2379,2910,2108.290039,2.117,171.887,1034920,3562,36,13021,9135.66666666667,27670361534.3333
2015-06-01,"CA","California","San Jose",16726,"06085",2807,2418,3003,2111.72998,2.192,173.488,1035786,3603,37,12991,9074,27565028954
2015-07-01,"CA","California","San Jose",16726,"06085",2826,2479,3058,2077.419922,2.418,174.535,1036651,3644,38,12962,9390,28840815944.6667
2015-08-01,"CA","California","San Jose",16726,"06085",2830,2485,3066,2098.040039,2.15,174.983,1037516,3684,40,12933,9706,30116602935.3333
2015-09-01,"CA","California","San Jose",16726,"06085",2836,2475,3101,1913.849976,2.172,175.099,1038382,3725,41,12903,10022,31392389926
2015-10-01,"CA","California","San Jose",16726,"06085",2806,2455,3081,1923.819946,2.042,175.112,1039248,3765,43,12874,9928.5,30855516225.25
2015-11-01,"CA","California","San Jose",16726,"06085",2786,2449,3062,2104.050049,2.187,175.214,1040113,3806,44,12845,9835,30318642524.5
2015-12-01,"CA","California","San Jose",16726,"06085",2791,2469,3073,2102.629883,2.155,175.191,1040978,3846,46,12815,9741.5,29781768823.75
2016-01-01,"CA","California","San Jose",16726,"06085",2806,2486,3065,2012.660034,2.245,175.105,1041844,3887,47,12786,9648,29244895123
2016-02-01,"CA","California","San Jose",16726,"06085",2844,2514,3105,1939.380005,1.966,175.343,1041484,3912,46,12831,9553.5,29159794853.5
2016-03-01,"CA","California","San Jose",16726,"06085",2928,2575,3190,1978.349976,1.834,176.659,1041125,3937,44,12876,9459,29074694584
2016-04-01,"CA","California","San Jose",16726,"06085",2946,2523,3237,2072.780029,1.792,178.55,1040765,3962,43,12922,9630.33333333333,29600106162
2016-05-01,"CA","California","San Jose",16726,"06085",2948,2530,3247,2081.429932,1.865,180.404,1040406,3987,42,12967,9801.66666666667,30125517740
2016-06-01,"CA","California","San Jose",16726,"06085",2972,2548,3267,2099.330078,1.846,181.991,1040046,4012,41,13012,9973,30650929318
2016-07-01,"CA","California","San Jose",16726,"06085",3005,2563,3306,2102.949951,1.456,183.11,1039686,4038,40,13058,10057,31081672495
2016-08-01,"CA","California","San Jose",16726,"06085",2936,2527,3205,2170.840088,1.496,183.761,1039327,4063,38,13103,10141,31512415672
2016-09-01,"CA","California","San Jose",16726,"06085",2883,2490,3122,2170.860107,1.57,184.059,1038967,4088,37,13148,10225,31943158849
2016-10-01,"CA","California","San Jose",16726,"06085",2862,2504,3075,2161.199951,1.622,184.141,1038608,4113,36,13193,10346.75,32280201797.5
2016-11-01,"CA","California","San Jose",16726,"06085",2822,2473,3042,2111.719971,1.82,184.363,1038248,4138,34,13238,10468.5,32617244746
2016-12-01,"CA","California","San Jose",16726,"06085",2851,2471,3079,2191.080078,2.441,184.541,1037889,4163,33,13284,10590.25,32954287694.5
2017-01-01,"CA","California","San Jose",16726,"06085",2954,2487,3193,2257.830078,2.45,184.795,1037529,4188,32,13329,10712,33291330643
2011-01-01,"CA","California","San Francisco",16501,"06075",2451,2176,2611,1271.869995,3.342,139.049,814701,5374,50,24304,7091,11849615435
2011-02-01,"CA","California","San Francisco",16501,"06075",2563,2201,2768,1307.589966,3.443,137.746,815173,5408,52,24632,6544,11091202573.5
2011-03-01,"CA","California","San Francisco",16501,"06075",2535,2216,2714,1306.329956,3.414,137.794,815645,5441,53,24960,5997,10332789712
2011-04-01,"CA","California","San Francisco",16501,"06075",2519,2197,2759,1332.410034,3.451,139.156,816116,5475,55,25288,6062.33333333333,10445049959
2011-05-01,"CA","California","San Francisco",16501,"06075",2594,2112,2923,1361.219971,3.286,140.685,816588,5508,56,25617,6127.66666666667,10557310206
2011-06-01,"CA","California","San Francisco",16501,"06075",2534,2044,2856,1314.550049,2.966,141.936,817060,5542,58,25945,6193,10669570453
2011-07-01,"CA","California","San Francisco",16501,"06075",2426,2014,2811,1339.670044,3.197,142.332,817532,5576,60,26273,6321.66666666667,10977742672.6667
2011-08-01,"CA","California","San Francisco",16501,"06075",2563,2328,3125,1286.939941,2.74,141.775,818004,5609,61,26601,6450.33333333333,11285914892.3333
2011-09-01,"CA","California","San Francisco",16501,"06075",2840,2593,3575,1204.420044,2.146,140.159,818476,5643,63,26929,6579,11594087112
2011-10-01,"CA","California","San Francisco",16501,"06075",3055,2709,3880,1099.22998,1.785,138.402,818948,5676,64,27258,6791.25,11921369202
2011-11-01,"CA","California","San Francisco",16501,"06075",3174,2840,3915,1218.280029,2.001,136.659,819419,5710,66,27586,7003.5,12248651292
2011-12-01,"CA","California","San Francisco",16501,"06075",3066,2745,3784,1244.579956,2.117,135.162,819891,5743,67,27914,7215.75,12575933382
2012-01-01,"CA","California","San Francisco",16501,"06075",3103,2789,3793,1277.060059,1.96,134.166,820363,5777,69,28242,7428,12903215472
2012-02-01,"CA","California","San Francisco",16501,"06075",3098,2874,3738,1324.089966,1.846,133.999,821488,5884,67,28932,6791,11946454891.5
2012-03-01,"CA","California","San Francisco",16501,"06075",2777,2649,3281,1374.089966,2.037,135.872,822613,5992,66,29623,6154,10989694311
2012-04-01,"CA","California","San Francisco",16501,"06075",3109,2835,3792,1419.040039,2.193,138.483,823738,6099,64,30313,6193,11062497981
2012-05-01,"CA","California","San Francisco",16501,"06075",3010,2872,3661,1405.819946,1.956,141.06,824863,6206,62,31004,6232,11135301651
2012-06-01,"CA","California","San Francisco",16501,"06075",2940,2716,3685,1278.040039,1.467,143.177,825988,6313,60,31694,6271,11208105321
2012-07-01,"CA","California","San Francisco",16501,"06075",3074,2819,3666,1365.51001,1.58,144.286,827113,6420,58,32384,6568.66666666667,11889144576.6667
2012-08-01,"CA","California","San Francisco",16501,"06075",3141,2881,3642,1375.319946,1.539,144.708,828238,6528,57,33075,6866.33333333333,12570183832.3333
2012-09-01,"CA","California","San Francisco",16501,"06075",3112,2818,3602,1404.939941,1.581,144.364,829363,6635,55,33765,7164,13251223088
2012-10-01,"CA","California","San Francisco",16501,"06075",3094,2816,3641,1444.48999,1.625,143.976,830488,6742,53,34456,7242.75,13325173809.25
2012-11-01,"CA","California","San Francisco",16501,"06075",3047,2735,3593,1427.589966,1.715,143.972,831613,6850,52,35146,7321.5,13399124530.5
2012-12-01,"CA","California","San Francisco",16501,"06075",2898,2661,3394,1409.459961,1.628,143.878,832738,6957,50,35837,7400.25,13473075251.75
2013-01-01,"CA","California","San Francisco",16501,"06075",2978,2676,3621,1462.420044,1.839,144.316,833863,7064,48,36527,7479,13547025973
2013-02-01,"CA","California","San Francisco",16501,"06075",2934,2723,3585,1513.170044,2.01,145.161,835232,7039,48,36294,6919,12733936257
2013-03-01,"CA","California","San Francisco",16501,"06075",3159,2878,3937,1518.199951,1.853,147.961,836602,7014,48,36061,6359,11920846541
2013-04-01,"CA","California","San Francisco",16501,"06075",3178,2955,3967,1562.170044,1.84,150.977,837971,6988,47,35828,6440,12049806634.3333
2013-05-01,"CA","California","San Francisco",16501,"06075",3264,2957,4071,1582.699951,1.639,153.874,839340,6963,47,35595,6521,12178766727.6667
2013-06-01,"CA","California","San Francisco",16501,"06075",3429,3222,4265,1640.420044,2.134,156.446,840709,6938,47,35362,6602,12307726821
2013-07-01,"CA","California","San Francisco",16501,"06075",3407,3081,4226,1614.959961,2.49,158.309,842078,6912,46,35128,6879.66666666667,12965401624
2013-08-01,"CA","California","San Francisco",16501,"06075",3415,2900,4152,1706.869995,2.723,159.418,843448,6887,46,34895,7157.33333333333,13623076427
2013-09-01,"CA","California","San Francisco",16501,"06075",3356,2903,4085,1639.77002,2.848,159.693,844817,6862,46,34662,7435,14280751230
2013-10-01,"CA","California","San Francisco",16501,"06075",3398,3000,4197,1695,2.646,159.569,846186,6837,46,34429,7566.5,14493022364.25
2013-11-01,"CA","California","San Francisco",16501,"06075",3384,2936,4191,1761.640015,2.62,159.37,847556,6812,46,34196,7698,14705293498.5
2013-12-01,"CA","California","San Francisco",16501,"06075",3431,2944,4099,1800.900024,2.801,159.291,848925,6786,45,33963,7829.5,14917564632.75
2014-01-01,"CA","California","San Francisco",16501,"06075",3358,2957,3983,1831.97998,2.985,159.391,850294,6761,45,33730,7961,15129835767
2014-02-01,"CA","California","San Francisco",16501,"06075",3407,3045,4045,1741.890015,2.581,159.904,851418,6757,46,34329,7345,14176360155
2014-03-01,"CA","California","San Francisco",16501,"06075",3378,2996,4024,1845.72998,2.607,161.222,852542,6752,46,34928,6729,13222884543
2014-04-01,"CA","California","San Francisco",16501,"06075",3362,3027,4106,1885.52002,2.759,162.999,853666,6748,47,35527,6893.66666666667,13554172619
2014-05-01,"CA","California","San Francisco",16501,"06075",3399,3090,4298,1883.680054,2.606,164.71,854790,6744,48,36126,7058.33333333333,13885460695
2014-06-01,"CA","California","San Francisco",16501,"06075",3418,3134,4287,1924.969971,2.534,166.236,855914,6740,48,36725,7223,14216748771
2014-07-01,"CA","California","San Francisco",16501,"06075",3524,3180,4338,1973.319946,2.563,167.156,857038,6736,49,37324,7408,14741067513.6667
2014-08-01,"CA","California","San Francisco",16501,"06075",3532,3183,4345,1925.150024,2.505,167.47,858162,6731,50,37923,7593,15265386256.3333
2014-09-01,"CA","California","San Francisco",16501,"06075",3485,3164,4324,2002.280029,2.419,167.264,859286,6727,50,38522,7778,15789704999
2014-10-01,"CA","California","San Francisco",16501,"06075",3458,3207,4307,1946.160034,2.403,166.934,860410,6723,51,39121,8036.5,16226333807
2014-11-01,"CA","California","San Francisco",16501,"06075",3553,3218,4456,2017.810059,2.348,166.685,861534,6718,52,39720,8295,16662962615
2014-12-01,"CA","California","San Francisco",16501,"06075",3577,3232,4442,2053.439941,2.218,166.495,862658,6714,52,40319,8553.5,17099591423
2015-01-01,"CA","California","San Francisco",16501,"06075",3582,3285,4567,2058.199951,2.123,166.297,863782,6710,53,40918,8812,17536220231
2015-02-01,"CA","California","San Francisco",16501,"06075",3464,3246,4504,2020.849976,1.673,166.688,864396,6667,53,40591,8099.5,16365702677
2015-03-01,"CA","California","San Francisco",16501,"06075",3691,3343,4537,2117.389893,2.084,168.142,865011,6623,54,40264,7387,15195185123
2015-04-01,"CA","California","San Francisco",16501,"06075",3652,3348,4377,2059.689941,1.868,170.012,865625,6580,54,39936,7443.33333333333,15281388052.3333
2015-05-01,"CA","California","San Francisco",16501,"06075",3697,3370,4419,2108.290039,2.117,171.887,866240,6537,54,39609,7499.66666666667,15367590981.6667
2015-06-01,"CA","California","San Francisco",16501,"06075",3847,3411,4566,2111.72998,2.192,173.488,866854,6493,55,39282,7556,15453793911
2015-07-01,"CA","California","San Francisco",16501,"06075",3829,3448,4687,2077.419922,2.418,174.535,867468,6450,55,38954,7915.33333333333,16297043315.3333
2015-08-01,"CA","California","San Francisco",16501,"06075",3815,3491,4720,2098.040039,2.15,174.983,868083,6407,55,38627,8274.66666666667,17140292719.6667
2015-09-01,"CA","California","San Francisco",16501,"06075",3769,3483,4663,1913.849976,2.172,175.099,868697,6363,56,38300,8634,17983542124
2015-10-01,"CA","California","San Francisco",16501,"06075",3852,3449,4650,1923.819946,2.042,175.112,869312,6320,56,37973,8682.5,18028008066.5
2015-11-01,"CA","California","San Francisco",16501,"06075",3798,3425,4568,2104.050049,2.187,175.214,869926,6277,56,37646,8731,18072474009
2015-12-01,"CA","California","San Francisco",16501,"06075",3754,3410,4544,2102.629883,2.155,175.191,870541,6233,57,37318,8779.5,18116939951.5
2016-01-01,"CA","California","San Francisco",16501,"06075",3772,3451,4556,2012.660034,2.245,175.105,871155,6190,57,36991,8828,18161405894
2016-02-01,"CA","California","San Francisco",16501,"06075",3814,3448,4610,1939.380005,1.966,175.343,871997,6199,57,37624,8331,17352795077
2016-03-01,"CA","California","San Francisco",16501,"06075",3842,3434,4646,1978.349976,1.834,176.659,872838,6208,57,38257,7834,16544184260
2016-04-01,"CA","California","San Francisco",16501,"06075",4040,3544,4840,2072.780029,1.792,178.55,873680,6218,57,38890,7952,16799285156.3333
2016-05-01,"CA","California","San Francisco",16501,"06075",4003,3540,4790,2081.429932,1.865,180.404,874522,6227,57,39523,8070,17054386052.6667
2016-06-01,"CA","California","San Francisco",16501,"06075",3907,3490,4754,2099.330078,1.846,181.991,875363,6236,57,40156,8188,17309486949
2016-07-01,"CA","California","San Francisco",16501,"06075",3907,3448,4756,2102.949951,1.456,183.11,876205,6246,56,40789,8381.66666666667,17906452261.6667
2016-08-01,"CA","California","San Francisco",16501,"06075",3866,3367,4683,2170.840088,1.496,183.761,877047,6255,56,41422,8575.33333333333,18503417574.3333
2016-09-01,"CA","California","San Francisco",16501,"06075",3825,3382,4621,2170.860107,1.57,184.059,877888,6264,56,42055,8769,19100382887
2016-10-01,"CA","California","San Francisco",16501,"06075",3799,3373,4576,2161.199951,1.622,184.141,878730,6273,56,42688,8997.75,19407837331.75
2016-11-01,"CA","California","San Francisco",16501,"06075",3716,3336,4469,2111.719971,1.82,184.363,879572,6282,56,43321,9226.5,19715291776.5
2016-12-01,"CA","California","San Francisco",16501,"06075",3768,3357,4487,2191.080078,2.441,184.541,880413,6292,56,43954,9455.25,20022746221.25
2017-01-01,"CA","California","San Francisco",16501,"06075",3871,3407,4631,2257.830078,2.45,184.795,881255,6301,56,44587,9684,20330200666
2011-01-01,"CA","California","San Diego",16721,"06073",1294,1074,1323,1271.869995,3.342,139.049,1316919,5104,38,17610,4461,15398461954
2011-02-01,"CA","California","San Diego",16721,"06073",1281,1068,1306,1307.589966,3.443,137.746,1318716,5139,39,17742,4402.5,15349284002
2011-03-01,"CA","California","San Diego",16721,"06073",1346,1120,1386,1306.329956,3.414,137.794,1320512,5175,40,17873,4344,15300106050
2011-04-01,"CA","California","San Diego",16721,"06073",1300,1087,1343,1332.410034,3.451,139.156,1322308,5210,40,18004,4392,15424308720.6667
2011-05-01,"CA","California","San Diego",16721,"06073",1190,1019,1216,1361.219971,3.286,140.685,1324105,5246,41,18136,4440,15548511391.3333
2011-06-01,"CA","California","San Diego",16721,"06073",1133,952,1164,1314.550049,2.966,141.936,1325902,5281,42,18268,4488,15672714062
2011-07-01,"CA","California","San Diego",16721,"06073",1189,972,1226,1339.670044,3.197,142.332,1327698,5316,42,18399,4522,15940569972.6667
2011-08-01,"CA","California","San Diego",16721,"06073",1394,1098,1443,1286.939941,2.74,141.775,1329494,5352,43,18530,4556,16208425883.3333
2011-09-01,"CA","California","San Diego",16721,"06073",1483,1246,1564,1204.420044,2.146,140.159,1331291,5387,44,18662,4590,16476281794
2011-10-01,"CA","California","San Diego",16721,"06073",1532,1312,1617,1099.22998,1.785,138.402,1333088,5423,45,18794,4635.75,16572756018.75
2011-11-01,"CA","California","San Diego",16721,"06073",1488,1276,1582,1218.280029,2.001,136.659,1334884,5458,46,18925,4681.5,16669230243.5
2011-12-01,"CA","California","San Diego",16721,"06073",1462,1216,1566,1244.579956,2.117,135.162,1336680,5494,46,19056,4727.25,16765704468.25
2012-01-01,"CA","California","San Diego",16721,"06073",1517,1289,1621,1277.060059,1.96,134.166,1338477,5529,47,19188,4773,16862178693
2012-02-01,"CA","California","San Diego",16721,"06073",1514,1293,1618,1324.089966,1.846,133.999,1339379,5510,46,19192,4590.5,16345566417
2012-03-01,"CA","California","San Diego",16721,"06073",1493,1273,1600,1374.089966,2.037,135.872,1340282,5491,46,19195,4408,15828954141
2012-04-01,"CA","California","San Diego",16721,"06073",1503,1278,1614,1419.040039,2.193,138.483,1341184,5472,45,19198,4426.66666666667,15876863204.6667
2012-05-01,"CA","California","San Diego",16721,"06073",1494,1284,1592,1405.819946,1.956,141.06,1342087,5454,44,19202,4445.33333333333,15924772268.3333
2012-06-01,"CA","California","San Diego",16721,"06073",1524,1296,1614,1278.040039,1.467,143.177,1342989,5435,44,19206,4464,15972681332
2012-07-01,"CA","California","San Diego",16721,"06073",1570,1360,1667,1365.51001,1.58,144.286,1343892,5416,43,19209,4583.66666666667,16610127457.3333
2012-08-01,"CA","California","San Diego",16721,"06073",1590,1331,1703,1375.319946,1.539,144.708,1344794,5397,42,19212,4703.33333333333,17247573582.6667
2012-09-01,"CA","California","San Diego",16721,"06073",1600,1332,1717,1404.939941,1.581,144.364,1345696,5378,42,19216,4823,17885019708
2012-10-01,"CA","California","San Diego",16721,"06073",1592,1348,1709,1444.48999,1.625,143.976,1346599,5360,41,19220,4796,17663980495.75
2012-11-01,"CA","California","San Diego",16721,"06073",1562,1331,1657,1427.589966,1.715,143.972,1347501,5341,40,19223,4769,17442941283.5
2012-12-01,"CA","California","San Diego",16721,"06073",1537,1318,1635,1409.459961,1.628,143.878,1348404,5322,40,19226,4742,17221902071.25
2013-01-01,"CA","California","San Diego",16721,"06073",1550,1326,1647,1462.420044,1.839,144.316,1349306,5303,39,19230,4715,17000862859
2013-02-01,"CA","California","San Diego",16721,"06073",1564,1358,1650,1513.170044,2.01,145.161,1350921,5296,38,19018,4691.5,17082118731.5
2013-03-01,"CA","California","San Diego",16721,"06073",1598,1370,1707,1518.199951,1.853,147.961,1352537,5288,38,18807,4668,17163374604
2013-04-01,"CA","California","San Diego",16721,"06073",1601,1379,1697,1562.170044,1.84,150.977,1354152,5281,37,18595,4639.33333333333,17014058670
2013-05-01,"CA","California","San Diego",16721,"06073",1585,1343,1686,1582.699951,1.639,153.874,1355767,5273,37,18384,4610.66666666667,16864742736
2013-06-01,"CA","California","San Diego",16721,"06073",1601,1364,1697,1640.420044,2.134,156.446,1357383,5266,36,18172,4582,16715426802
2013-07-01,"CA","California","San Diego",16721,"06073",1618,1393,1710,1614.959961,2.49,158.309,1358998,5258,36,17960,4734.33333333333,17454465064.3333
2013-08-01,"CA","California","San Diego",16721,"06073",1628,1372,1704,1706.869995,2.723,159.418,1360613,5251,35,17749,4886.66666666667,18193503326.6667
2013-09-01,"CA","California","San Diego",16721,"06073",1636,1404,1723,1639.77002,2.848,159.693,1362229,5244,34,17537,5039,18932541589
2013-10-01,"CA","California","San Diego",16721,"06073",1651,1430,1721,1695,2.646,159.569,1363844,5236,34,17326,5029,18893994354
2013-11-01,"CA","California","San Diego",16721,"06073",1683,1478,1778,1761.640015,2.62,159.37,1365459,5229,33,17114,5019,18855447119
2013-12-01,"CA","California","San Diego",16721,"06073",1678,1461,1771,1800.900024,2.801,159.291,1367075,5221,33,16903,5009,18816899884
2014-01-01,"CA","California","San Diego",16721,"06073",1724,1507,1827,1831.97998,2.985,159.391,1368690,5214,32,16691,4999,18778352649
2014-02-01,"CA","California","San Diego",16721,"06073",1768,1511,1875,1741.890015,2.581,159.904,1371338,5245,32,16878,4859,18268782845.5
2014-03-01,"CA","California","San Diego",16721,"06073",1755,1508,1857,1845.72998,2.607,161.222,1373986,5275,33,17065,4719,17759213042
2014-04-01,"CA","California","San Diego",16721,"06073",1773,1520,1843,1885.52002,2.759,162.999,1376634,5306,33,17252,4680.33333333333,17588076172.3333
2014-05-01,"CA","California","San Diego",16721,"06073",1733,1434,1755,1883.680054,2.606,164.71,1379282,5337,34,17438,4641.66666666667,17416939302.6667
2014-06-01,"CA","California","San Diego",16721,"06073",1727,1459,1769,1924.969971,2.534,166.236,1381930,5367,34,17625,4603,17245802433
2014-07-01,"CA","California","San Diego",16721,"06073",1751,1476,1745,1973.319946,2.563,167.156,1384578,5398,34,17812,4772,18050672959.6667
2014-08-01,"CA","California","San Diego",16721,"06073",1749,1459,1802,1925.150024,2.505,167.47,1387227,5429,35,17999,4941,18855543486.3333
2014-09-01,"CA","California","San Diego",16721,"06073",1756,1486,1839,2002.280029,2.419,167.264,1389875,5459,35,18186,5110,19660414013
2014-10-01,"CA","California","San Diego",16721,"06073",1734,1464,1816,1946.160034,2.403,166.934,1392523,5490,36,18372,5099.5,19565886486.5
2014-11-01,"CA","California","San Diego",16721,"06073",1686,1401,1792,2017.810059,2.348,166.685,1395171,5521,36,18559,5089,19471358960
2014-12-01,"CA","California","San Diego",16721,"06073",1711,1459,1787,2053.439941,2.218,166.495,1397819,5551,37,18746,5078.5,19376831433.5
2015-01-01,"CA","California","San Diego",16721,"06073",1696,1486,1773,2058.199951,2.123,166.297,1400467,5582,37,18933,5068,19282303907
2015-02-01,"CA","California","San Diego",16721,"06073",1708,1494,1797,2020.849976,1.673,166.688,1401546,5561,38,18859,4951.5,19089280398
2015-03-01,"CA","California","San Diego",16721,"06073",1782,1532,1893,2117.389893,2.084,168.142,1402625,5540,39,18784,4835,18896256889
2015-04-01,"CA","California","San Diego",16721,"06073",1855,1592,1947,2059.689941,1.868,170.012,1403704,5520,40,18710,4809,18881098946.6667
2015-05-01,"CA","California","San Diego",16721,"06073",1901,1583,1943,2108.290039,2.117,171.887,1404783,5499,41,18636,4783,18865941004.3333
2015-06-01,"CA","California","San Diego",16721,"06073",1981,1569,1974,2111.72998,2.192,173.488,1405862,5478,42,18562,4757,18850783062
2015-07-01,"CA","California","San Diego",16721,"06073",1962,1604,2004,2077.419922,2.418,174.535,1406940,5457,44,18488,4955,19691234079
2015-08-01,"CA","California","San Diego",16721,"06073",1955,1621,2044,2098.040039,2.15,174.983,1408019,5436,45,18413,5153,20531685096
2015-09-01,"CA","California","San Diego",16721,"06073",1963,1646,2070,1913.849976,2.172,175.099,1409098,5415,46,18339,5351,21372136113
2015-10-01,"CA","California","San Diego",16721,"06073",1963,1687,2089,1923.819946,2.042,175.112,1410177,5394,47,18265,5248.75,20900159223.25
2015-11-01,"CA","California","San Diego",16721,"06073",1972,1697,2104,2104.050049,2.187,175.214,1411256,5374,48,18190,5146.5,20428182333.5
2015-12-01,"CA","California","San Diego",16721,"06073",1965,1693,2101,2102.629883,2.155,175.191,1412335,5353,49,18116,5044.25,19956205443.75
2016-01-01,"CA","California","San Diego",16721,"06073",1954,1685,2086,2012.660034,2.245,175.105,1413414,5332,50,18042,4942,19484228554
2016-02-01,"CA","California","San Diego",16721,"06073",1925,1665,2056,1939.380005,1.966,175.343,1414306,5323,49,17980,4890.5,19442620929
2016-03-01,"CA","California","San Diego",16721,"06073",1972,1705,2091,1978.349976,1.834,176.659,1415198,5314,48,17917,4839,19401013304
2016-04-01,"CA","California","San Diego",16721,"06073",1982,1703,2101,2072.780029,1.792,178.55,1416090,5304,46,17855,4915.33333333333,19663471796.6667
2016-05-01,"CA","California","San Diego",16721,"06073",1994,1720,2112,2081.429932,1.865,180.404,1416981,5295,45,17793,4991.66666666667,19925930289.3333
2016-06-01,"CA","California","San Diego",16721,"06073",2047,1757,2178,2099.330078,1.846,181.991,1417873,5286,44,17730,5068,20188388782
2016-07-01,"CA","California","San Diego",16721,"06073",2072,1758,2209,2102.949951,1.456,183.11,1418765,5276,42,17668,5122,20570307149.6667
2016-08-01,"CA","California","San Diego",16721,"06073",2096,1781,2219,2170.840088,1.496,183.761,1419657,5267,41,17606,5176,20952225517.3333
2016-09-01,"CA","California","San Diego",16721,"06073",2123,1779,2253,2170.860107,1.57,184.059,1420549,5258,40,17543,5230,21334143885
2016-10-01,"CA","California","San Diego",16721,"06073",2146,1788,2284,2161.199951,1.622,184.141,1421440,5249,39,17481,5246.25,21294432627.75
2016-11-01,"CA","California","San Diego",16721,"06073",2105,1764,2236,2111.719971,1.82,184.363,1422332,5240,38,17419,5262.5,21254721370.5
2016-12-01,"CA","California","San Diego",16721,"06073",2134,1770,2261,2191.080078,2.441,184.541,1423224,5230,36,17356,5278.75,21215010113.25
2017-01-01,"CA","California","San Diego",16721,"06073",2113,1754,2240,2257.830078,2.45,184.795,1424116,5221,35,17294,5295,21175298856
2011-01-01,"TX","Texas","San Antonio",8664,"48029",855,628,871,1271.869995,3.342,139.049,1355339,7038,89,59641,3748,7679496738
2011-02-01,"TX","Texas","San Antonio",8664,"48029",852,598,856,1307.589966,3.443,137.746,1357404,7030,89,59724,3617,7476060756.5
2011-03-01,"TX","Texas","San Antonio",8664,"48029",867,610,879,1306.329956,3.414,137.794,1359470,7022,89,59806,3486,7272624775
2011-04-01,"TX","Texas","San Antonio",8664,"48029",874,612,875,1332.410034,3.451,139.156,1361535,7014,89,59889,3535.33333333333,7353627006
