"","Location","Location_Type","Year","Month","1br","2br","3br","4br","Studio","Date"
"2952","Washington","State","2014","08",961,1204,1734,2054,838,2014-08-01
"2953","Washington","State","2014","09",962,1206,1736,2056,839,2014-09-01
"2954","Washington","State","2014","10",962,1205,1735,2056,838,2014-10-01
"2955","Washington","State","2014","11",963,1207,1738,2059,840,2014-11-01
"2956","Washington","State","2014","12",966,1210,1742,2064,842,2014-12-01
"2957","Washington","State","2015","01",969,1214,1748,2071,845,2015-01-01
"2958","Washington","State","2015","02",973,1220,1756,2080,848,2015-02-01
"2959","Washington","State","2015","03",979,1227,1766,2092,853,2015-03-01
"2960","Washington","State","2015","04",987,1237,1781,2109,860,2015-04-01
"2961","Washington","State","2015","05",1003,1258,1811,2145,875,2015-05-01
"2962","Washington","State","2015","06",1013,1270,1828,2165,883,2015-06-01
"2963","Washington","State","2015","07",1026,1285,1851,2192,894,2015-07-01
"2964","Washington","State","2015","08",1032,1293,1862,2205,899,2015-08-01
"2965","Washington","State","2015","09",1033,1294,1863,2207,900,2015-09-01
"2966","Washington","State","2015","10",1032,1293,1862,2205,899,2015-10-01
"2967","Washington","State","2015","11",1030,1291,1859,2202,898,2015-11-01
"2968","Washington","State","2015","12",1031,1293,1861,2204,899,2015-12-01
"2969","Washington","State","2016","01",1037,1300,1872,2217,904,2016-01-01
"2970","Washington","State","2016","02",1048,1314,1892,2241,914,2016-02-01
"2971","Washington","State","2016","03",1062,1331,1916,2270,926,2016-03-01
"2972","Washington","State","2016","04",1071,1343,1933,2290,934,2016-04-01
"2973","Washington","State","2016","05",1081,1355,1951,2311,942,2016-05-01
"2974","Washington","State","2016","06",1088,1363,1963,2325,948,2016-06-01
"2975","Washington","State","2016","07",1098,1377,1982,2348,957,2016-07-01
"2976","Washington","State","2016","08",1103,1382,1990,2357,961,2016-08-01
"2977","Washington","State","2016","09",1103,1382,1990,2358,962,2016-09-01
"2978","Washington","State","2016","10",1100,1379,1986,2352,959,2016-10-01
"2979","Washington","State","2016","11",1096,1373,1977,2342,955,2016-11-01
"2980","Washington","State","2016","12",1092,1368,1970,2334,952,2016-12-01
"2981","Washington","State","2017","01",1092,1369,1970,2334,952,2017-01-01
"2982","Washington","State","2017","02",1100,1378,1984,2351,959,2017-02-01
"2983","Washington","State","2017","03",1112,1394,2007,2377,969,2017-03-01
"2984","Washington","State","2017","04",1125,1410,2031,2405,981,2017-04-01
"2985","Washington","State","2017","05",1138,1426,2053,2432,992,2017-05-01
"2986","Washington","State","2017","06",1150,1441,2075,2458,1002,2017-06-01
"2987","Washington","State","2017","07",1159,1453,2091,2477,1010,2017-07-01
"2988","Washington","State","2017","08",1161,1455,2095,2482,1012,2017-08-01
"2989","Washington","State","2017","09",1157,1450,2087,2472,1008,2017-09-01
"2990","Washington","State","2017","10",1149,1440,2073,2456,1002,2017-10-01
"2991","Washington","State","2017","11",1139,1427,2055,2434,993,2017-11-01
"2992","Washington","State","2017","12",1130,1416,2039,2415,985,2017-12-01
"2993","Washington","State","2018","01",1127,1412,2033,2408,982,2018-01-01
"2994","Washington","State","2018","02",1138,1426,2053,2431,992,2018-02-01
"2995","Washington","State","2018","03",1145,1435,2067,2448,998,2018-03-01
"2996","Washington","State","2018","04",1146,1436,2067,2449,999,2018-04-01
"2997","Washington","State","2018","05",1148,1439,2072,2454,1001,2018-05-01
"2998","Washington","State","2018","06",1150,1441,2075,2458,1003,2018-06-01
"2999","Washington","State","2018","07",1159,1453,2092,2478,1010,2018-07-01
"3000","Washington","State","2018","08",1163,1458,2099,2486,1014,2018-08-01
"3001","Washington","State","2018","09",1164,1459,2100,2488,1015,2018-09-01
"3002","Washington","State","2018","10",1159,1452,2091,2477,1010,2018-10-01
"3003","Washington","State","2018","11",1154,1446,2082,2467,1006,2018-11-01
"3004","Washington","State","2018","12",1151,1442,2077,2460,1003,2018-12-01
"3005","Washington","State","2019","01",1152,1444,2079,2463,1004,2019-01-01
"3006","Washington","State","2019","02",1156,1449,2086,2471,1008,2019-02-01
"3007","Washington","State","2019","03",1162,1456,2096,2483,1013,2019-03-01
"3008","Washington","State","2019","04",1165,1460,2102,2490,1015,2019-04-01
"3009","West Virginia","State","2014","01",604,734,973,1104,542,2014-01-01
"3010","West Virginia","State","2014","02",609,740,980,1112,546,2014-02-01
"3011","West Virginia","State","2014","03",609,739,980,1112,546,2014-03-01
"3012","West Virginia","State","2014","04",607,738,978,1109,545,2014-04-01
"3013","West Virginia","State","2014","05",602,732,970,1100,540,2014-05-01
"3014","West Virginia","State","2014","06",603,732,971,1101,541,2014-06-01
"3015","West Virginia","State","2014","07",603,732,970,1101,541,2014-07-01
"3016","West Virginia","State","2014","08",605,735,973,1104,543,2014-08-01
"3017","West Virginia","State","2014","09",606,736,976,1107,544,2014-09-01
"3018","West Virginia","State","2014","10",609,740,981,1113,547,2014-10-01
"3019","West Virginia","State","2014","11",611,742,983,1116,548,2014-11-01
"3020","West Virginia","State","2014","12",611,742,983,1115,548,2014-12-01
"3021","West Virginia","State","2015","01",612,743,985,1117,549,2015-01-01
"3022","West Virginia","State","2015","02",613,745,987,1120,550,2015-02-01
"3023","West Virginia","State","2015","03",615,748,991,1124,552,2015-03-01
"3024","West Virginia","State","2015","04",615,747,990,1123,552,2015-04-01
"3025","West Virginia","State","2015","05",614,746,988,1121,551,2015-05-01
"3026","West Virginia","State","2015","06",612,744,986,1118,549,2015-06-01
"3027","West Virginia","State","2015","07",612,744,986,1118,549,2015-07-01
"3028","West Virginia","State","2015","08",610,741,983,1115,548,2015-08-01
"3029","West Virginia","State","2015","09",610,741,982,1114,547,2015-09-01
"3030","West Virginia","State","2015","10",609,740,980,1112,546,2015-10-01
"3031","West Virginia","State","2015","11",607,738,978,1110,545,2015-11-01
"3032","West Virginia","State","2015","12",606,737,976,1107,544,2015-12-01
"3033","West Virginia","State","2016","01",603,732,970,1101,541,2016-01-01
"3034","West Virginia","State","2016","02",605,735,975,1106,543,2016-02-01
"3035","West Virginia","State","2016","03",608,738,979,1110,546,2016-03-01
"3036","West Virginia","State","2016","04",606,737,976,1107,544,2016-04-01
"3037","West Virginia","State","2016","05",602,732,970,1100,541,2016-05-01
"3038","West Virginia","State","2016","06",602,732,970,1100,540,2016-06-01
"3039","West Virginia","State","2016","07",604,734,972,1103,542,2016-07-01
"3040","West Virginia","State","2016","08",606,736,976,1107,544,2016-08-01
"3041","West Virginia","State","2016","09",606,736,975,1106,543,2016-09-01
"3042","West Virginia","State","2016","10",606,737,976,1108,544,2016-10-01
"3043","West Virginia","State","2016","11",607,738,978,1109,545,2016-11-01
"3044","West Virginia","State","2016","12",608,739,979,1111,546,2016-12-01
"3045","West Virginia","State","2017","01",608,739,979,1111,546,2017-01-01
"3046","West Virginia","State","2017","02",608,738,979,1110,545,2017-02-01
"3047","West Virginia","State","2017","03",607,737,977,1109,545,2017-03-01
"3048","West Virginia","State","2017","04",607,738,978,1109,545,2017-04-01
"3049","West Virginia","State","2017","05",608,738,979,1110,545,2017-05-01
"3050","West Virginia","State","2017","06",608,738,978,1110,545,2017-06-01
"3051","West Virginia","State","2017","07",606,736,975,1107,544,2017-07-01
"3052","West Virginia","State","2017","08",603,733,971,1102,541,2017-08-01
"3053","West Virginia","State","2017","09",601,730,967,1097,539,2017-09-01
"3054","West Virginia","State","2017","10",600,729,967,1097,539,2017-10-01
"3055","West Virginia","State","2017","11",602,731,969,1099,540,2017-11-01
"3056","West Virginia","State","2017","12",603,733,971,1101,541,2017-12-01
"3057","West Virginia","State","2018","01",601,731,968,1099,540,2018-01-01
"3058","West Virginia","State","2018","02",599,728,964,1094,537,2018-02-01
"3059","West Virginia","State","2018","03",598,726,962,1092,536,2018-03-01
"3060","West Virginia","State","2018","04",600,729,966,1096,539,2018-04-01
"3061","West Virginia","State","2018","05",603,732,971,1101,541,2018-05-01
"3062","West Virginia","State","2018","06",606,736,976,1107,544,2018-06-01
"3063","West Virginia","State","2018","07",601,730,968,1098,539,2018-07-01
"3064","West Virginia","State","2018","08",599,727,964,1093,537,2018-08-01
"3065","West Virginia","State","2018","09",597,725,961,1091,536,2018-09-01
"3066","West Virginia","State","2018","10",601,730,968,1098,539,2018-10-01
"3067","West Virginia","State","2018","11",604,734,973,1104,542,2018-11-01
"3068","West Virginia","State","2018","12",607,737,977,1108,544,2018-12-01
"3069","West Virginia","State","2019","01",604,734,973,1104,542,2019-01-01
"3070","West Virginia","State","2019","02",601,731,968,1099,540,2019-02-01
"3071","West Virginia","State","2019","03",598,727,963,1093,537,2019-03-01
"3072","West Virginia","State","2019","04",602,732,970,1100,541,2019-04-01
"3073","Wisconsin","State","2014","01",631,801,1062,1189,539,2014-01-01
"3074","Wisconsin","State","2014","02",632,803,1063,1191,540,2014-02-01
"3075","Wisconsin","State","2014","03",633,804,1065,1193,541,2014-03-01
"3076","Wisconsin","State","2014","04",635,805,1067,1195,542,2014-04-01
"3077","Wisconsin","State","2014","05",637,808,1070,1199,544,2014-05-01
"3078","Wisconsin","State","2014","06",639,811,1074,1203,546,2014-06-01
"3079","Wisconsin","State","2014","07",640,812,1076,1206,547,2014-07-01
"3080","Wisconsin","State","2014","08",641,813,1078,1207,547,2014-08-01
"3081","Wisconsin","State","2014","09",641,814,1078,1208,548,2014-09-01
"3082","Wisconsin","State","2014","10",643,815,1080,1211,549,2014-10-01
