"","Location","Location_Type","Year","Month","1br","2br","3br","4br","Studio","Date"
"809","Illinois","State","2017","05",904,1085,1396,1652,784,2017-05-01
"810","Illinois","State","2017","06",909,1091,1403,1661,789,2017-06-01
"811","Illinois","State","2017","07",912,1094,1408,1666,791,2017-07-01
"812","Illinois","State","2017","08",911,1093,1406,1665,790,2017-08-01
"813","Illinois","State","2017","09",906,1087,1399,1656,786,2017-09-01
"814","Illinois","State","2017","10",900,1080,1390,1645,781,2017-10-01
"815","Illinois","State","2017","11",896,1075,1383,1637,777,2017-11-01
"816","Illinois","State","2017","12",895,1073,1381,1634,776,2017-12-01
"817","Illinois","State","2018","01",895,1074,1382,1636,777,2018-01-01
"818","Illinois","State","2018","02",896,1074,1383,1636,777,2018-02-01
"819","Illinois","State","2018","03",897,1076,1385,1639,778,2018-03-01
"820","Illinois","State","2018","04",898,1077,1386,1641,779,2018-04-01
"821","Illinois","State","2018","05",901,1081,1391,1646,781,2018-05-01
"822","Illinois","State","2018","06",903,1083,1394,1650,783,2018-06-01
"823","Illinois","State","2018","07",904,1084,1395,1651,784,2018-07-01
"824","Illinois","State","2018","08",903,1084,1395,1651,784,2018-08-01
"825","Illinois","State","2018","09",902,1083,1393,1649,783,2018-09-01
"826","Illinois","State","2018","10",902,1082,1393,1649,783,2018-10-01
"827","Illinois","State","2018","11",903,1083,1393,1649,783,2018-11-01
"828","Illinois","State","2018","12",903,1083,1394,1650,783,2018-12-01
"829","Illinois","State","2019","01",902,1082,1392,1648,782,2019-01-01
"830","Illinois","State","2019","02",901,1081,1391,1647,782,2019-02-01
"831","Illinois","State","2019","03",901,1081,1392,1647,782,2019-03-01
"832","Illinois","State","2019","04",906,1086,1398,1655,785,2019-04-01
"833","Indiana","State","2014","01",614,772,1015,1146,528,2014-01-01
"834","Indiana","State","2014","02",615,773,1016,1148,528,2014-02-01
"835","Indiana","State","2014","03",616,774,1018,1151,529,2014-03-01
"836","Indiana","State","2014","04",618,776,1021,1153,531,2014-04-01
"837","Indiana","State","2014","05",619,778,1023,1156,532,2014-05-01
"838","Indiana","State","2014","06",620,780,1025,1158,533,2014-06-01
"839","Indiana","State","2014","07",622,782,1028,1162,535,2014-07-01
"840","Indiana","State","2014","08",622,782,1028,1162,535,2014-08-01
"841","Indiana","State","2014","09",622,781,1027,1161,534,2014-09-01
"842","Indiana","State","2014","10",621,780,1026,1159,533,2014-10-01
"843","Indiana","State","2014","11",621,781,1027,1160,534,2014-11-01
"844","Indiana","State","2014","12",622,782,1028,1161,534,2014-12-01
"845","Indiana","State","2015","01",621,781,1027,1160,534,2015-01-01
"846","Indiana","State","2015","02",621,780,1026,1159,533,2015-02-01
"847","Indiana","State","2015","03",619,779,1024,1157,532,2015-03-01
"848","Indiana","State","2015","04",619,779,1024,1157,532,2015-04-01
"849","Indiana","State","2015","05",619,777,1022,1155,532,2015-05-01
"850","Indiana","State","2015","06",618,777,1022,1155,531,2015-06-01
"851","Indiana","State","2015","07",620,780,1025,1158,533,2015-07-01
"852","Indiana","State","2015","08",622,781,1027,1161,534,2015-08-01
"853","Indiana","State","2015","09",622,782,1028,1162,535,2015-09-01
"854","Indiana","State","2015","10",622,782,1028,1161,534,2015-10-01
"855","Indiana","State","2015","11",622,782,1029,1162,535,2015-11-01
"856","Indiana","State","2015","12",624,784,1031,1165,536,2015-12-01
"857","Indiana","State","2016","01",624,784,1031,1164,536,2016-01-01
"858","Indiana","State","2016","02",623,783,1030,1164,536,2016-02-01
"859","Indiana","State","2016","03",623,783,1030,1163,535,2016-03-01
"860","Indiana","State","2016","04",626,787,1035,1169,538,2016-04-01
"861","Indiana","State","2016","05",628,790,1039,1173,540,2016-05-01
"862","Indiana","State","2016","06",629,791,1040,1175,541,2016-06-01
"863","Indiana","State","2016","07",631,793,1043,1178,542,2016-07-01
"864","Indiana","State","2016","08",631,794,1044,1179,543,2016-08-01
"865","Indiana","State","2016","09",632,794,1045,1180,543,2016-09-01
"866","Indiana","State","2016","10",632,795,1045,1180,543,2016-10-01
"867","Indiana","State","2016","11",632,795,1045,1181,543,2016-11-01
"868","Indiana","State","2016","12",632,795,1045,1181,543,2016-12-01
"869","Indiana","State","2017","01",632,795,1045,1181,543,2017-01-01
"870","Indiana","State","2017","02",633,796,1047,1183,544,2017-02-01
"871","Indiana","State","2017","03",635,799,1050,1187,546,2017-03-01
"872","Indiana","State","2017","04",638,802,1055,1192,549,2017-04-01
"873","Indiana","State","2017","05",640,805,1058,1195,550,2017-05-01
"874","Indiana","State","2017","06",642,807,1061,1199,552,2017-06-01
"875","Indiana","State","2017","07",644,809,1064,1202,553,2017-07-01
"876","Indiana","State","2017","08",644,809,1064,1202,553,2017-08-01
"877","Indiana","State","2017","09",644,809,1064,1202,553,2017-09-01
"878","Indiana","State","2017","10",643,809,1063,1201,553,2017-10-01
"879","Indiana","State","2017","11",644,809,1064,1202,553,2017-11-01
"880","Indiana","State","2017","12",645,810,1065,1204,554,2017-12-01
"881","Indiana","State","2018","01",645,811,1066,1204,554,2018-01-01
"882","Indiana","State","2018","02",645,811,1066,1204,554,2018-02-01
"883","Indiana","State","2018","03",646,812,1067,1206,555,2018-03-01
"884","Indiana","State","2018","04",647,813,1069,1208,556,2018-04-01
"885","Indiana","State","2018","05",648,815,1072,1211,557,2018-05-01
"886","Indiana","State","2018","06",650,817,1074,1213,558,2018-06-01
"887","Indiana","State","2018","07",650,817,1075,1214,559,2018-07-01
"888","Indiana","State","2018","08",650,817,1074,1214,559,2018-08-01
"889","Indiana","State","2018","09",650,816,1074,1213,558,2018-09-01
"890","Indiana","State","2018","10",650,817,1074,1214,559,2018-10-01
"891","Indiana","State","2018","11",651,818,1075,1215,559,2018-11-01
"892","Indiana","State","2018","12",651,818,1076,1216,560,2018-12-01
"893","Indiana","State","2019","01",651,818,1076,1216,560,2019-01-01
"894","Indiana","State","2019","02",651,818,1076,1216,560,2019-02-01
"895","Indiana","State","2019","03",652,819,1077,1217,560,2019-03-01
"896","Indiana","State","2019","04",653,821,1080,1220,562,2019-04-01
"897","Iowa","State","2014","01",576,737,989,1106,497,2014-01-01
"898","Iowa","State","2014","02",577,738,990,1108,498,2014-02-01
"899","Iowa","State","2014","03",579,740,993,1111,499,2014-03-01
"900","Iowa","State","2014","04",581,743,997,1115,501,2014-04-01
"901","Iowa","State","2014","05",582,744,999,1117,502,2014-05-01
"902","Iowa","State","2014","06",583,745,1000,1119,503,2014-06-01
"903","Iowa","State","2014","07",585,748,1004,1123,504,2014-07-01
"904","Iowa","State","2014","08",587,750,1007,1127,506,2014-08-01
"905","Iowa","State","2014","09",587,751,1008,1128,507,2014-09-01
"906","Iowa","State","2014","10",586,749,1006,1125,506,2014-10-01
"907","Iowa","State","2014","11",585,748,1004,1124,505,2014-11-01
"908","Iowa","State","2014","12",585,748,1004,1123,505,2014-12-01
"909","Iowa","State","2015","01",585,748,1004,1124,505,2015-01-01
"910","Iowa","State","2015","02",586,749,1006,1125,505,2015-02-01
"911","Iowa","State","2015","03",587,751,1008,1127,506,2015-03-01
"912","Iowa","State","2015","04",589,753,1011,1131,508,2015-04-01
"913","Iowa","State","2015","05",591,756,1014,1135,510,2015-05-01
"914","Iowa","State","2015","06",592,758,1017,1138,511,2015-06-01
"915","Iowa","State","2015","07",596,762,1023,1145,514,2015-07-01
"916","Iowa","State","2015","08",600,768,1031,1153,518,2015-08-01
"917","Iowa","State","2015","09",598,765,1027,1149,516,2015-09-01
"918","Iowa","State","2015","10",591,756,1015,1136,510,2015-10-01
"919","Iowa","State","2015","11",588,752,1010,1130,508,2015-11-01
"920","Iowa","State","2015","12",587,751,1008,1128,507,2015-12-01
"921","Iowa","State","2016","01",591,756,1014,1135,510,2016-01-01
"922","Iowa","State","2016","02",595,761,1022,1143,514,2016-02-01
"923","Iowa","State","2016","03",599,766,1029,1151,517,2016-03-01
"924","Iowa","State","2016","04",600,767,1030,1152,518,2016-04-01
"925","Iowa","State","2016","05",600,768,1030,1153,518,2016-05-01
"926","Iowa","State","2016","06",598,764,1026,1148,516,2016-06-01
"927","Iowa","State","2016","07",596,762,1023,1144,514,2016-07-01
"928","Iowa","State","2016","08",593,759,1018,1139,512,2016-08-01
"929","Iowa","State","2016","09",592,758,1017,1138,511,2016-09-01
"930","Iowa","State","2016","10",592,757,1016,1137,511,2016-10-01
"931","Iowa","State","2016","11",593,759,1019,1140,512,2016-11-01
"932","Iowa","State","2016","12",594,760,1020,1141,513,2016-12-01
"933","Iowa","State","2017","01",594,760,1019,1141,512,2017-01-01
"934","Iowa","State","2017","02",594,760,1020,1141,512,2017-02-01
"935","Iowa","State","2017","03",596,762,1023,1144,514,2017-03-01
"936","Iowa","State","2017","04",600,768,1030,1153,518,2017-04-01
"937","Iowa","State","2017","05",602,770,1033,1156,519,2017-05-01
"938","Iowa","State","2017","06",603,771,1035,1157,520,2017-06-01
"939","Iowa","State","2017","07",602,770,1033,1156,519,2017-07-01
"940","Iowa","State","2017","08",602,770,1033,1156,519,2017-08-01
"941","Iowa","State","2017","09",601,769,1032,1154,519,2017-09-01
"942","Iowa","State","2017","10",600,768,1030,1153,518,2017-10-01
"943","Iowa","State","2017","11",600,767,1029,1152,517,2017-11-01
"944","Iowa","State","2017","12",600,767,1030,1152,517,2017-12-01
"945","Iowa","State","2018","01",600,767,1030,1152,517,2018-01-01
"946","Iowa","State","2018","02",599,766,1027,1150,516,2018-02-01
"947","Iowa","State","2018","03",599,766,1029,1151,517,2018-03-01
"948","Iowa","State","2018","04",601,768,1031,1154,518,2018-04-01
"949","Iowa","State","2018","05",603,771,1035,1158,520,2018-05-01
"950","Iowa","State","2018","06",604,773,1037,1161,521,2018-06-01
"951","Iowa","State","2018","07",602,770,1033,1156,519,2018-07-01
"952","Iowa","State","2018","08",600,767,1030,1152,518,2018-08-01
"953","Iowa","State","2018","09",598,765,1027,1149,516,2018-09-01
"954","Iowa","State","2018","10",600,767,1029,1152,517,2018-10-01
"955","Iowa","State","2018","11",601,769,1031,1154,518,2018-11-01
"956","Iowa","State","2018","12",602,770,1034,1157,520,2018-12-01
"957","Iowa","State","2019","01",601,769,1032,1154,519,2019-01-01
"958","Iowa","State","2019","02",600,767,1029,1152,517,2019-02-01
"959","Iowa","State","2019","03",598,765,1026,1148,516,2019-03-01
"960","Iowa","State","2019","04",601,768,1031,1153,518,2019-04-01
"961","Kansas","State","2014","01",607,778,1055,1217,518,2014-01-01
"962","Kansas","State","2014","02",608,779,1056,1218,519,2014-02-01
"963","Kansas","State","2014","03",609,781,1058,1220,519,2014-03-01
"964","Kansas","State","2014","04",611,783,1062,1224,521,2014-04-01
"965","Kansas","State","2014","05",613,786,1066,1229,523,2014-05-01
"966","Kansas","State","2014","06",616,790,1071,1235,526,2014-06-01
"967","Kansas","State","2014","07",619,794,1076,1240,528,2014-07-01
"968","Kansas","State","2014","08",621,796,1079,1244,529,2014-08-01
"969","Kansas","State","2014","09",621,797,1080,1245,530,2014-09-01
"970","Kansas","State","2014","10",621,796,1080,1245,530,2014-10-01
"971","Kansas","State","2014","11",621,796,1079,1245,530,2014-11-01
"972","Kansas","State","2014","12",621,796,1079,1244,530,2014-12-01
"973","Kansas","State","2015","01",621,796,1079,1245,530,2015-01-01
"974","Kansas","State","2015","02",622,797,1081,1246,530,2015-02-01
"975","Kansas","State","2015","03",623,799,1083,1249,532,2015-03-01
"976","Kansas","State","2015","04",625,802,1087,1253,533,2015-04-01
"977","Kansas","State","2015","05",627,804,1090,1257,535,2015-05-01
"978","Kansas","State","2015","06",629,806,1093,1260,536,2015-06-01
"979","Kansas","State","2015","07",632,810,1098,1266,539,2015-07-01
"980","Kansas","State","2015","08",633,812,1101,1269,540,2015-08-01
"981","Kansas","State","2015","09",631,809,1097,1265,539,2015-09-01
"982","Kansas","State","2015","10",629,806,1093,1260,537,2015-10-01
"983","Kansas","State","2015","11",628,805,1092,1259,536,2015-11-01
"984","Kansas","State","2015","12",631,809,1097,1264,538,2015-12-01
"985","Kansas","State","2016","01",631,809,1097,1265,538,2016-01-01
"986","Kansas","State","2016","02",631,810,1097,1265,539,2016-02-01
"987","Kansas","State","2016","03",631,809,1096,1264,538,2016-03-01
"988","Kansas","State","2016","04",635,814,1103,1272,542,2016-04-01
"989","Kansas","State","2016","05",639,819,1110,1280,545,2016-05-01
"990","Kansas","State","2016","06",641,822,1115,1285,547,2016-06-01
"991","Kansas","State","2016","07",643,824,1118,1289,548,2016-07-01
"992","Kansas","State","2016","08",643,824,1117,1288,548,2016-08-01
"993","Kansas","State","2016","09",642,823,1116,1287,548,2016-09-01
"994","Kansas","State","2016","10",641,822,1115,1285,547,2016-10-01
"995","Kansas","State","2016","11",641,822,1114,1285,547,2016-11-01
"996","Kansas","State","2016","12",641,822,1114,1285,547,2016-12-01
"997","Kansas","State","2017","01",642,823,1115,1286,547,2017-01-01
"998","Kansas","State","2017","02",643,825,1118,1289,549,2017-02-01
"999","Kansas","State","2017","03",645,828,1122,1294,551,2017-03-01
"1000","Kansas","State","2017","04",649,832,1128,1300,554,2017-04-01
"1001","Kansas","State","2017","05",651,835,1131,1304,555,2017-05-01
"1002","Kansas","State","2017","06",653,837,1135,1309,557,2017-06-01
"1003","Kansas","State","2017","07",654,839,1137,1311,558,2017-07-01
"1004","Kansas","State","2017","08",655,840,1139,1313,559,2017-08-01
"1005","Kansas","State","2017","09",654,839,1138,1312,558,2017-09-01
"1006","Kansas","State","2017","10",653,838,1136,1310,558,2017-10-01
"1007","Kansas","State","2017","11",652,836,1134,1307,557,2017-11-01
"1008","Kansas","State","2017","12",652,836,1134,1307,556,2017-12-01
"1009","Kansas","State","2018","01",653,837,1134,1308,557,2018-01-01
"1010","Kansas","State","2018","02",654,838,1136,1310,558,2018-02-01
"1011","Kansas","State","2018","03",655,839,1138,1312,558,2018-03-01
"1012","Kansas","State","2018","04",656,841,1140,1314,559,2018-04-01
"1013","Kansas","State","2018","05",658,843,1143,1318,561,2018-05-01
"1014","Kansas","State","2018","06",660,846,1147,1322,563,2018-06-01
"1015","Kansas","State","2018","07",659,845,1146,1321,562,2018-07-01
"1016","Kansas","State","2018","08",658,844,1144,1319,561,2018-08-01
"1017","Kansas","State","2018","09",656,842,1141,1316,560,2018-09-01
"1018","Kansas","State","2018","10",657,843,1143,1317,561,2018-10-01
"1019","Kansas","State","2018","11",659,845,1145,1320,562,2018-11-01
"1020","Kansas","State","2018","12",660,846,1147,1322,563,2018-12-01
"1021","Kansas","State","2019","01",659,845,1145,1321,562,2019-01-01
"1022","Kansas","State","2019","02",658,844,1144,1319,561,2019-02-01
"1023","Kansas","State","2019","03",657,843,1143,1317,561,2019-03-01
"1024","Kansas","State","2019","04",661,847,1148,1324,564,2019-04-01
"1025","Kentucky","State","2014","01",556,707,964,1110,495,2014-01-01
"1026","Kentucky","State","2014","02",556,708,965,1111,495,2014-02-01
"1027","Kentucky","State","2014","03",557,709,967,1113,496,2014-03-01
"1028","Kentucky","State","2014","04",559,711,969,1117,498,2014-04-01
"1029","Kentucky","State","2014","05",561,714,973,1121,500,2014-05-01
"1030","Kentucky","State","2014","06",563,716,976,1124,501,2014-06-01
"1031","Kentucky","State","2014","07",565,719,980,1128,503,2014-07-01
"1032","Kentucky","State","2014","08",565,719,980,1129,503,2014-08-01
"1033","Kentucky","State","2014","09",564,718,979,1127,503,2014-09-01
"1034","Kentucky","State","2014","10",563,716,976,1124,501,2014-10-01
"1035","Kentucky","State","2014","11",562,715,975,1123,501,2014-11-01
"1036","Kentucky","State","2014","12",562,715,975,1123,501,2014-12-01
"1037","Kentucky","State","2015","01",563,716,976,1125,501,2015-01-01
"1038","Kentucky","State","2015","02",564,718,979,1128,503,2015-02-01
"1039","Kentucky","State","2015","03",566,720,982,1131,504,2015-03-01
"1040","Kentucky","State","2015","04",569,724,987,1137,507,2015-04-01
"1041","Kentucky","State","2015","05",573,729,993,1144,510,2015-05-01
"1042","Kentucky","State","2015","06",575,732,998,1149,512,2015-06-01
"1043","Kentucky","State","2015","07",578,736,1003,1155,515,2015-07-01
"1044","Kentucky","State","2015","08",581,740,1008,1161,518,2015-08-01
"1045","Kentucky","State","2015","09",581,739,1007,1160,517,2015-09-01
"1046","Kentucky","State","2015","10",580,738,1006,1158,516,2015-10-01
"1047","Kentucky","State","2015","11",579,737,1005,1158,516,2015-11-01
"1048","Kentucky","State","2015","12",580,738,1006,1159,517,2015-12-01
"1049","Kentucky","State","2016","01",578,736,1003,1155,515,2016-01-01
"1050","Kentucky","State","2016","02",578,736,1003,1156,515,2016-02-01
"1051","Kentucky","State","2016","03",578,736,1003,1155,515,2016-03-01
"1052","Kentucky","State","2016","04",583,741,1011,1164,519,2016-04-01
"1053","Kentucky","State","2016","05",586,745,1016,1170,522,2016-05-01
"1054","Kentucky","State","2016","06",589,749,1021,1177,525,2016-06-01
"1055","Kentucky","State","2016","07",591,752,1025,1180,526,2016-07-01
"1056","Kentucky","State","2016","08",591,751,1024,1180,526,2016-08-01
"1057","Kentucky","State","2016","09",590,750,1023,1178,525,2016-09-01
"1058","Kentucky","State","2016","10",589,749,1022,1177,525,2016-10-01
"1059","Kentucky","State","2016","11",590,751,1024,1179,526,2016-11-01
"1060","Kentucky","State","2016","12",592,753,1026,1182,527,2016-12-01
"1061","Kentucky","State","2017","01",595,757,1033,1189,530,2017-01-01
"1062","Kentucky","State","2017","02",598,761,1038,1196,533,2017-02-01
"1063","Kentucky","State","2017","03",602,766,1044,1202,536,2017-03-01
"1064","Kentucky","State","2017","04",603,768,1047,1206,538,2017-04-01
"1065","Kentucky","State","2017","05",605,770,1049,1209,539,2017-05-01
"1066","Kentucky","State","2017","06",607,773,1053,1213,541,2017-06-01
"1067","Kentucky","State","2017","07",608,773,1054,1214,541,2017-07-01
"1068","Kentucky","State","2017","08",606,771,1051,1211,540,2017-08-01
"1069","Kentucky","State","2017","09",603,767,1045,1204,537,2017-09-01
"1070","Kentucky","State","2017","10",600,764,1041,1199,534,2017-10-01
"1071","Kentucky","State","2017","11",599,763,1040,1198,534,2017-11-01
"1072","Kentucky","State","2017","12",598,760,1037,1194,532,2017-12-01
"1073","Kentucky","State","2018","01",597,759,1035,1192,532,2018-01-01
"1074","Kentucky","State","2018","02",598,761,1037,1194,532,2018-02-01
"1075","Kentucky","State","2018","03",599,762,1039,1197,534,2018-03-01
"1076","Kentucky","State","2018","04",599,762,1039,1196,533,2018-04-01
"1077","Kentucky","State","2018","05",599,762,1039,1197,534,2018-05-01
"1078","Kentucky","State","2018","06",599,763,1039,1197,534,2018-06-01
"1079","Kentucky","State","2018","07",602,765,1043,1202,536,2018-07-01
"1080","Kentucky","State","2018","08",603,767,1045,1204,537,2018-08-01
"1081","Kentucky","State","2018","09",603,767,1046,1205,537,2018-09-01
"1082","Kentucky","State","2018","10",602,766,1044,1202,536,2018-10-01
"1083","Kentucky","State","2018","11",601,765,1042,1201,535,2018-11-01
"1084","Kentucky","State","2018","12",600,764,1041,1200,535,2018-12-01
"1085","Kentucky","State","2019","01",601,765,1043,1202,536,2019-01-01
"1086","Kentucky","State","2019","02",603,767,1046,1204,537,2019-02-01
"1087","Kentucky","State","2019","03",605,770,1049,1208,539,2019-03-01
"1088","Kentucky","State","2019","04",605,770,1050,1209,539,2019-04-01
"1089","Louisiana","State","2014","01",675,819,1060,1240,586,2014-01-01
"1090","Louisiana","State","2014","02",676,821,1062,1243,588,2014-02-01
"1091","Louisiana","State","2014","03",677,823,1064,1245,589,2014-03-01
"1092","Louisiana","State","2014","04",679,824,1066,1248,590,2014-04-01
"1093","Louisiana","State","2014","05",680,825,1068,1249,591,2014-05-01
"1094","Louisiana","State","2014","06",681,827,1070,1252,592,2014-06-01
"1095","Louisiana","State","2014","07",683,829,1073,1255,594,2014-07-01
"1096","Louisiana","State","2014","08",685,832,1077,1260,596,2014-08-01
"1097","Louisiana","State","2014","09",686,833,1078,1261,596,2014-09-01
"1098","Louisiana","State","2014","10",686,833,1078,1261,597,2014-10-01
"1099","Louisiana","State","2014","11",687,834,1079,1262,597,2014-11-01
"1100","Louisiana","State","2014","12",687,834,1079,1263,597,2014-12-01
"1101","Louisiana","State","2015","01",687,834,1079,1263,597,2015-01-01
"1102","Louisiana","State","2015","02",687,835,1080,1264,598,2015-02-01
"1103","Louisiana","State","2015","03",687,835,1080,1263,597,2015-03-01
"1104","Louisiana","State","2015","04",687,834,1079,1262,597,2015-04-01
"1105","Louisiana","State","2015","05",686,832,1077,1260,596,2015-05-01
"1106","Louisiana","State","2015","06",685,832,1076,1259,595,2015-06-01
"1107","Louisiana","State","2015","07",686,833,1078,1261,596,2015-07-01
"1108","Louisiana","State","2015","08",684,831,1075,1257,595,2015-08-01
"1109","Louisiana","State","2015","09",681,827,1070,1252,592,2015-09-01
"1110","Louisiana","State","2015","10",679,824,1067,1248,590,2015-10-01
"1111","Louisiana","State","2015","11",680,826,1068,1250,591,2015-11-01
"1112","Louisiana","State","2015","12",684,831,1075,1257,595,2015-12-01
"1113","Louisiana","State","2016","01",681,827,1070,1252,592,2016-01-01
"1114","Louisiana","State","2016","02",675,820,1061,1242,587,2016-02-01
"1115","Louisiana","State","2016","03",670,814,1053,1232,582,2016-03-01
"1116","Louisiana","State","2016","04",673,818,1058,1238,585,2016-04-01
"1117","Louisiana","State","2016","05",676,820,1061,1242,587,2016-05-01
"1118","Louisiana","State","2016","06",678,823,1065,1246,589,2016-06-01
"1119","Louisiana","State","2016","07",679,825,1067,1248,590,2016-07-01
"1120","Louisiana","State","2016","08",680,826,1069,1251,591,2016-08-01
"1121","Louisiana","State","2016","09",681,827,1070,1252,592,2016-09-01
"1122","Louisiana","State","2016","10",681,827,1069,1251,592,2016-10-01
"1123","Louisiana","State","2016","11",681,827,1070,1252,592,2016-11-01
"1124","Louisiana","State","2016","12",681,827,1070,1252,592,2016-12-01
"1125","Louisiana","State","2017","01",681,827,1070,1252,592,2017-01-01
"1126","Louisiana","State","2017","02",682,828,1071,1253,593,2017-02-01
"1127","Louisiana","State","2017","03",684,830,1074,1257,594,2017-03-01
"1128","Louisiana","State","2017","04",687,834,1079,1263,597,2017-04-01
"1129","Louisiana","State","2017","05",690,838,1084,1269,600,2017-05-01
"1130","Louisiana","State","2017","06",693,842,1089,1274,603,2017-06-01
"1131","Louisiana","State","2017","07",695,844,1092,1277,604,2017-07-01
"1132","Louisiana","State","2017","08",696,845,1094,1280,605,2017-08-01
"1133","Louisiana","State","2017","09",697,846,1095,1281,606,2017-09-01
"1134","Louisiana","State","2017","10",696,845,1093,1279,605,2017-10-01
"1135","Louisiana","State","2017","11",692,840,1087,1272,601,2017-11-01
"1136","Louisiana","State","2017","12",688,835,1081,1264,598,2017-12-01
"1137","Louisiana","State","2018","01",685,832,1077,1260,596,2018-01-01
"1138","Louisiana","State","2018","02",688,836,1082,1266,598,2018-02-01
"1139","Louisiana","State","2018","03",690,838,1085,1269,600,2018-03-01
"1140","Louisiana","State","2018","04",689,837,1083,1267,599,2018-04-01
"1141","Louisiana","State","2018","05",689,837,1083,1267,599,2018-05-01
"1142","Louisiana","State","2018","06",688,835,1081,1264,598,2018-06-01
"1143","Louisiana","State","2018","07",691,839,1086,1270,601,2018-07-01
"1144","Louisiana","State","2018","08",692,840,1087,1272,602,2018-08-01
"1145","Louisiana","State","2018","09",693,841,1088,1273,602,2018-09-01
"1146","Louisiana","State","2018","10",690,838,1084,1268,600,2018-10-01
"1147","Louisiana","State","2018","11",688,836,1082,1265,598,2018-11-01
"1148","Louisiana","State","2018","12",687,835,1080,1264,598,2018-12-01
"1149","Louisiana","State","2019","01",688,836,1081,1265,598,2019-01-01
"1150","Louisiana","State","2019","02",689,836,1082,1266,599,2019-02-01
"1151","Louisiana","State","2019","03",690,837,1084,1268,599,2019-03-01
"1152","Louisiana","State","2019","04",689,836,1082,1266,599,2019-04-01
"1153","Maine","State","2014","01",702,872,1148,1283,639,2014-01-01
"1154","Maine","State","2014","02",705,876,1153,1289,642,2014-02-01
"1155","Maine","State","2014","03",710,882,1162,1298,647,2014-03-01
"1156","Maine","State","2014","04",717,891,1173,1311,653,2014-04-01
"1157","Maine","State","2014","05",725,900,1185,1324,660,2014-05-01
"1158","Maine","State","2014","06",729,906,1192,1332,664,2014-06-01
"1159","Maine","State","2014","07",733,910,1199,1339,668,2014-07-01
"1160","Maine","State","2014","08",735,914,1203,1344,670,2014-08-01
"1161","Maine","State","2014","09",736,915,1204,1346,671,2014-09-01
"1162","Maine","State","2014","10",736,915,1205,1346,671,2014-10-01
"1163","Maine","State","2014","11",735,914,1203,1344,670,2014-11-01
"1164","Maine","State","2014","12",734,912,1201,1342,669,2014-12-01
"1165","Maine","State","2015","01",730,907,1195,1335,665,2015-01-01
"1166","Maine","State","2015","02",729,906,1192,1332,664,2015-02-01
"1167","Maine","State","2015","03",729,906,1192,1332,664,2015-03-01
"1168","Maine","State","2015","04",730,906,1193,1333,665,2015-04-01
"1169","Maine","State","2015","05",732,909,1197,1337,667,2015-05-01
"1170","Maine","State","2015","06",735,913,1202,1343,669,2015-06-01
"1171","Maine","State","2015","07",740,919,1211,1353,674,2015-07-01
"1172","Maine","State","2015","08",741,921,1213,1355,675,2015-08-01
"1173","Maine","State","2015","09",739,918,1209,1351,673,2015-09-01
"1174","Maine","State","2015","10",737,915,1205,1347,671,2015-10-01
"1175","Maine","State","2015","11",734,911,1200,1341,668,2015-11-01
"1176","Maine","State","2015","12",731,908,1195,1336,666,2015-12-01
"1177","Maine","State","2016","01",725,901,1186,1325,660,2016-01-01
"1178","Maine","State","2016","02",724,900,1185,1324,660,2016-02-01
"1179","Maine","State","2016","03",723,898,1183,1322,659,2016-03-01
"1180","Maine","State","2016","04",733,911,1199,1340,668,2016-04-01
"1181","Maine","State","2016","05",742,922,1214,1357,676,2016-05-01
"1182","Maine","State","2016","06",743,923,1215,1358,677,2016-06-01
"1183","Maine","State","2016","07",751,933,1228,1372,684,2016-07-01
"1184","Maine","State","2016","08",752,934,1230,1374,685,2016-08-01
"1185","Maine","State","2016","09",754,937,1234,1379,687,2016-09-01
"1186","Maine","State","2016","10",750,932,1227,1371,684,2016-10-01
"1187","Maine","State","2016","11",745,926,1219,1362,679,2016-11-01
"1188","Maine","State","2016","12",747,928,1222,1366,681,2016-12-01
"1189","Maine","State","2017","01",748,930,1224,1368,682,2017-01-01
"1190","Maine","State","2017","02",748,929,1223,1367,681,2017-02-01
"1191","Maine","State","2017","03",751,933,1228,1372,684,2017-03-01
"1192","Maine","State","2017","04",756,939,1236,1382,689,2017-04-01
"1193","Maine","State","2017","05",761,945,1245,1391,693,2017-05-01
"1194","Maine","State","2017","06",759,942,1241,1387,691,2017-06-01
"1195","Maine","State","2017","07",757,941,1239,1384,690,2017-07-01
"1196","Maine","State","2017","08",758,941,1240,1385,690,2017-08-01
"1197","Maine","State","2017","09",758,941,1239,1385,690,2017-09-01
"1198","Maine","State","2017","10",762,947,1247,1393,694,2017-10-01
"1199","Maine","State","2017","11",766,952,1253,1400,698,2017-11-01
"1200","Maine","State","2017","12",768,954,1257,1404,700,2017-12-01
"1201","Maine","State","2018","01",766,952,1254,1401,698,2018-01-01
"1202","Maine","State","2018","02",754,937,1234,1378,687,2018-02-01
"1203","Maine","State","2018","03",753,935,1232,1376,686,2018-03-01
"1204","Maine","State","2018","04",758,942,1240,1385,691,2018-04-01
"1205","Maine","State","2018","05",764,949,1250,1397,696,2018-05-01
"1206","Maine","State","2018","06",769,956,1259,1406,701,2018-06-01
"1207","Maine","State","2018","07",764,949,1250,1397,696,2018-07-01
"1208","Maine","State","2018","08",762,946,1246,1392,694,2018-08-01
"1209","Maine","State","2018","09",759,943,1242,1388,692,2018-09-01
"1210","Maine","State","2018","10",764,950,1250,1397,696,2018-10-01
